語根	層	disp	id	群サイズ	F	綴りとの関係	逆引き候補数	末尾を落とすと
lap	CSV2890	菜ᴸᴾ	lp	14	2	先頭+子音	1	legom
sabelik	PEJVO	菜ˢ	s	14	1	接頭辞	1	legom
artis^ok	PEJVO	菜ᴬ	a	14	4	接頭辞	3	legom
amarant	PEJVO	菜ᴬᴹ	am	14	3	接頭辞	1	artis^ok
blit	PEJVO	菜ᴮᴸ	bl	14	1	接頭辞	2	brasik
eruk	PEJVO	菜ᴱ	e	14	1	接頭辞	1	legom
kramb	PEJVO	菜ᴷ	k	14	1	接頭辞	3	legom
kardon	PEJVO	菜ᴷᴰ	kd	14	1	綴り内の文字	1	kramb
lunari	PEJVO	菜ᴸᴺ	ln	14	1	先頭+子音	1	legom
krucifer	PEJVO	菜ᴷᶜ	kc	14	1	綴り内の文字	1	kramb
brokol	PIV	菜ᴮᴷ	bk	14	1	綴り内の文字	2	brasik
asparag	PIV	菜ᴬˢ	as	14	1	接頭辞	1	artis^ok
lozang^	PEJVO	菱ᴸ	l	2	2	接頭辞	1	romb
rap	PEJVO	萝卜ᴿᴾ	rp	2	6	先頭+子音	1	rafan
luciol	PEJVO	萤ᴸᶜ	lc	2	1	先頭+子音	1	lampir
kazern	PEJVO	营ᴷ	k	5	4	接頭辞	3	bivak
kvartir	PEJVO	营ᴷⱽ	kv	5	3	接頭辞	1	kazern
kantonment	PEJVO	营ᴷᴺ	kn	5	3	先頭+子音	2	kazern
batalion	PEJVO	营ᴮᵀ	bt	5	1	先頭+子音	1	bivak
decidu	PIV	落ᴰ	d	2	2	接頭辞	1	fal
signifikanc	PIV	著ˢᴺ	sn	2	3	綴り内の文字	2	signifik
ampelops	PEJVO	葡ᴬ	a	2	1	接頭辞	1	vit
askalon	PEJVO	葱ᴬ	a	7	1	接頭辞	3	cep
s^enopraz	PEJVO	葱ˢ̂	ŝ	7	1	接頭辞	2	cep
pore	PIV	葱ᴾ	p	7	1	接頭辞	1	cep
alium	PIV	葱ᴬᴸ	al	7	1	接頭辞	3	askalon
ŝalot	PIV	葱ˢ̂ᴸ	ŝl	7	1	先頭+子音	1	s^enopraz
ampelopraz	PIV	葱ᴬᴹ	am	7	1	接頭辞	2	askalon
indig	PEJVO	蓝ᴵ	i	4	7	接頭辞	1	blu
lazur	PEJVO	蓝ᴸ	l	4	3	接頭辞	1	blu
vajd	PIV	蓝ⱽ	v	4	2	接頭辞	1	blu
hirt	PEJVO	蓬ᴴ	h	2	8	接頭辞	1	vil
lian	PEJVO	蔓ᴸ	l	2	1	接頭辞	1	sarment
pizang	PEJVO	蕉ᴾ	p	2	1	接頭辞	1	banan
ignam	PEJVO	薯ᴵ	i	2	1	接頭辞	1	maniok
hiziki	PEJVO	藻ᴴ	h	23	1	接頭辞	1	alg
fuk	PEJVO	藻ᶠ	f	23	1	接頭辞	2	alg
konferv	PEJVO	藻ᴷᶠ	kf	23	1	綴り内の文字	1	kara
laminari	PEJVO	藻ᴸ	l	23	1	接頭辞	1	alg
spirogir	PEJVO	藻ˢᴾ	sp	23	1	接頭辞	1	sargas
fic	PIV	藻ᶠᶜ	fc	23	4	先頭+子音	1	fuk
ulv	PIV	藻ᵁ	u	23	1	接頭辞	2	alg
kara	PIV	藻ᴷ	k	23	1	接頭辞	7	alg
bangi	PIV	藻ᴮ	b	23	1	接頭辞	1	alg
kombu	PIV	藻ᴷᴹ	km	23	1	先頭+子音	2	kara
nitel	PIV	藻ᴺ	n	23	1	接頭辞	1	alg
sargas	PIV	藻ˢ	s	23	2	接頭辞	2	alg
cerami	PIV	藻ᶜ	c	23	1	接頭辞	1	alg
gonidi	PIV	藻ᴳ	g	23	1	接頭辞	1	alg
klorel	PIV	藻ᴷᴸ	kl	23	1	接頭辞	4	kara
porfur	PIV	藻ᴾ	p	23	1	接頭辞	1	alg
undari	PIV	藻ᵁᴺ	un	23	1	接頭辞	1	ulv
vakame	PIV	藻ⱽ	v	23	1	接頭辞	2	alg
volvok	PIV	藻ⱽᴸ	vl	23	1	先頭+子音	1	vakame
kau^lerp	PIV	藻ᴷᵁ̆	kŭ	23	1	綴り内の文字	1	kara
koralin	PIV	藻ᴷᴺ	kn	23	1	綴り内の文字	3	kara
klamidomonad	PIV	藻ᴷᴰ	kd	23	1	綴り内の文字	1	kara
ulvofic	PIV	藻藻ᵁ	u	4	1	接頭辞	1	fukofic
bangific	PIV	藻藻ᴮ	b	4	1	接頭辞	2	fukofic
bangiofic	PIV	藻藻ᴮᴼ	bo	4	1	綴り内の文字	1	bangific
tortur	PEJVO	虐ᵀᵀ	tt	3	9	綴り内の文字	2	turment
molest	PEJVO	虐ᴹ	m	3	2	接頭辞	1	turment
fikci	CSV2890	虚ᶠ	f	5	10	接頭辞	2	vant
fiktiv	PEJVO	虚ᶠᵀ	ft	5	4	綴り内の文字	1	fikci
virtual	PEJVO	虚ⱽᴿ	vr	5	8	先頭+子音	1	vant
imaginar	PEJVO	虚ᴵ	i	5	2	接頭辞	1	vant
verm	CSV2890	虫ⱽ	v	107	22	接頭辞	3	insekt
koral	PEJVO	虫ᴷ	k	107	11	接頭辞	12	insekt
akar	PEJVO	虫ᴬ	a	107	3	接頭辞	15	insekt
blat	PEJVO	虫ᴮ	b	107	2	接頭辞	6	insekt
pedik	PEJVO	虫ᴾ	p	107	5	接頭辞	2	insekt
afid	PEJVO	虫ᴬᶠ	af	107	1	接頭辞	3	akar
tine	PEJVO	虫ᵀ	t	107	1	接頭辞	8	insekt
entom	PEJVO	虫ᴱ	e	107	2	接頭辞	6	insekt
anobi	PEJVO	虫ᴬᴺ	an	107	1	接頭辞	8	akar
taban	PEJVO	虫ᵀᴮ	tb	107	1	先頭+子音	3	tine
ojstr	PEJVO	虫ᴼ	o	107	1	接頭辞	2	insekt
tipul	PEJVO	虫ᵀᴾ	tp	107	1	先頭+子音	2	tine
harpal	PEJVO	虫ᴴ	h	107	1	接頭辞	1	insekt
elater	PEJVO	虫ᴱᴸ	el	107	1	接頭辞	3	entom
geotrup	PEJVO	虫ᴳ	g	107	1	接頭辞	5	insekt
argonau^t	PEJVO	虫ᴬᴿ	ar	107	2	接頭辞	8	akar
afis	PEJVO	虫ᴬˢ	as	107	1	綴り内の文字	2	akar
elatr	PEJVO	虫ᴱᵀ	et	107	1	綴り内の文字	3	entom
iksod	PEJVO	虫ᴵᴰ	id	107	1	綴り内の文字	1	insekt
anelid	PEJVO	虫ᴬᴱ	ae	107	1	綴り内の文字	6	akar
lepism	PEJVO	虫ᴸᴹ	lm	107	1	綴り内の文字	2	lau^s
fasciol	PEJVO	虫ᶠˢ	fs	107	1	先頭+子音	2	ftir
komatul	PEJVO	虫ᴷᴹ	km	107	1	先頭+子音	3	koral
lumbrik	PEJVO	虫ᴸᴮ	lb	107	1	綴り内の文字	2	lau^s
filokser	PEJVO	虫ᶠᴷ	fk	107	1	綴り内の文字	1	ftir
mirmeleon	PEJVO	虫ᴹᴿ	mr	107	1	先頭+子音	1	melo
lau^s	PIV	虫ᴸ	l	107	7	接頭辞	8	insekt
ip	PIV	虫ᴵᴾ	ip	107	1	接頭辞	1	insekt
c^ik	PIV	虫ᶜ̂	ĉ	107	1	接頭辞	1	cece
cece	PIV	虫ᶜ	c	107	1	接頭辞	6	insekt
ftir	PIV	虫ᶠ	f	107	1	接頭辞	7	insekt
lept	PIV	虫ᴸᴾ	lp	107	1	先頭+子音	3	lau^s
lig^e	PIV	虫ᴸᴳ̂	lĝ	107	1	先頭+子音	1	lau^s
melo	PIV	虫ᴹ	m	107	1	接頭辞	4	insekt
nepa	PIV	虫ᴺ	n	107	1	接頭辞	5	insekt
sfeg	PIV	虫ˢ	s	107	1	接頭辞	6	insekt
gordi	PIV	虫ᴳᴿ	gr	107	4	先頭+子音	3	geotrup
karab	PIV	虫ᴷᴮ	kb	107	1	綴り内の文字	2	koral
arkti	PIV	虫ᴬᴷ	ak	107	1	綴り内の文字	3	akar
blapt	PIV	虫ᴮᴾ	bp	107	1	綴り内の文字	2	blat
elafr	PIV	虫ᴱᶠ	ef	107	1	綴り内の文字	1	entom
falen	PIV	虫ᶠᴸ	fl	107	1	先頭+子音	5	ftir
geris	PIV	虫ᴳˢ	gs	107	1	綴り内の文字	2	geotrup
licen	PIV	虫ᴸᶜ	lc	107	1	先頭+子音	1	lau^s
piral	PIV	虫ᴾᴿ	pr	107	1	先頭+子音	1	pedik
trips	PIV	虫ᵀᴿ	tr	107	1	接頭辞	5	tine
trogi	PIV	虫ᵀᴳ	tg	107	1	綴り内の文字	1	tine
vanes	PIV	虫ⱽᴺ	vn	107	1	先頭+子音	1	verm
zigen	PIV	虫ᶻ	z	107	1	接頭辞	1	insekt
goliat	PIV	虫ᴳᴸ	gl	107	2	先頭+子音	2	geotrup
oksiur	PIV	虫ᴼᴷ	ok	107	1	接頭辞	1	ojstr
frigan	PIV	虫ᶠᴿ	fr	107	1	接頭辞	3	ftir
brakin	PIV	虫ᴮᴿ	br	107	1	接頭辞	4	blat
cetoni	PIV	虫ᶜᵀ	ct	107	1	先頭+子音	1	cece
ditisk	PIV	虫ᴰ	d	107	1	接頭辞	5	insekt
glosin	PIV	虫ᴳᴺ	gn	107	1	綴り内の文字	1	geotrup
kopris	PIV	虫ᴷᴾ	kp	107	1	先頭+子音	2	koral
koriks	PIV	虫ᴷᴷ	kk	107	1	綴り内の文字	3	koral
krizop	PIV	虫ᴷᶻ	kz	107	1	綴り内の文字	2	koral
makaon	PIV	虫ᴹᴷ	mk	107	1	先頭+子音	1	melo
nereid	PIV	虫ᴺᴿ	nr	107	1	先頭+子音	3	nepa
simuli	PIV	虫ˢᴹ	sm	107	1	先頭+子音	1	sfeg
vukeri	PIV	虫ⱽᴷ	vk	107	1	先頭+子音	1	verm
alcioni	PIV	虫ᴬᴸ	al	107	2	接頭辞	4	akar
afrodit	PIV	虫ᴬᴰ	ad	107	2	綴り内の文字	5	akar
aleu^rod	PIV	虫ᴬᵁ̆	aŭ	107	1	綴り内の文字	2	akar
tortrik	PIV	虫ᵀᵀ	tt	107	1	綴り内の文字	1	tine
fuzulin	PIV	虫ᶠᶻ	fz	107	1	先頭+子音	1	ftir
antedon	PIV	虫ᴬᵀ	at	107	1	綴り内の文字	7	akar
atropos	PIV	虫ᴬᴾ	ap	107	1	綴り内の文字	1	akar
bostrik	PIV	虫ᴮˢ	bs	107	1	先頭+子音	2	blat
buprest	PIV	虫ᴮᵀ	bt	107	1	綴り内の文字	4	blat
cerkari	PIV	虫ᶜᴿ	cr	107	1	先頭+子音	2	cece
dermest	PIV	虫ᴰᴿ	dr	107	1	先頭+子音	3	ditisk
kalosom	PIV	虫ᴷᴸ	kl	107	1	先頭+子音	6	koral
katokal	PIV	虫ᴷᵀ	kt	107	1	先頭+子音	4	koral
sarkopt	PIV	虫ˢᴿ	sr	107	1	先頭+子音	3	sfeg
saturni	PIV	虫ˢᵀ	st	107	1	先頭+子音	3	sfeg
spatang	PIV	虫ˢᴾ	sp	107	1	接頭辞	3	sfeg
tenebri	PIV	虫ᵀᴺ	tn	107	1	先頭+子音	3	tine
demodeks	PIV	虫ᴰᴹ	dm	107	2	先頭+子音	2	ditisk
trombidi	PIV	虫ᵀᴹ	tm	107	2	綴り内の文字	1	tine
cerambik	PIV	虫ᶜᴹ	cm	107	1	綴り内の文字	2	cece
krizomel	PIV	虫ᴷᴿ	kr	107	1	接頭辞	7	koral
drozofil	PIV	虫ᴰᶻ	dz	107	1	綴り内の文字	1	ditisk
alveolin	PIV	虫ᴬⱽ	av	107	1	綴り内の文字	1	akar
akeronti	PIV	虫ᴬᴵ	ai	107	1	綴り内の文字	10	akar
cecidomi	PIV	虫ᶜᴰ	cd	107	1	綴り内の文字	2	cece
cicindel	PIV	虫ᶜᶜ	cc	107	1	先頭+子音	3	cece
ekinokok	PIV	虫ᴱᴷ	ek	107	1	接頭辞	2	entom
flebotom	PIV	虫ᶠᴮ	fb	107	1	綴り内の文字	1	ftir
ikneu^mon	PIV	虫ᴵᴷ	ik	107	1	接頭辞	3	insekt
ksestobi	PIV	虫ᴷˢ	ks	107	1	接頭辞	4	koral
nekrofor	PIV	虫ᴺᴷ	nk	107	1	先頭+子音	2	nepa
notonekt	PIV	虫ᴺᵀ	nt	107	1	先頭+子音	1	nepa
difilobotri	PIV	虫ᴰᶠ	df	107	1	先頭+子音	2	ditisk
leptinotars	PIV	虫ᴸᴺ	ln	107	1	綴り内の文字	2	lau^s
nere	PIV	虫ᴺᴱ	ne	107	1	接頭辞	5	nepa
mant	PIV	虫ᴹᴺ	mn	107	1	先頭+子音	3	melo
libel	PIV	虫ᴸᴸ	ll	107	1	綴り内の文字	1	lau^s
brah^in	PIV	虫ᴮᴴ̂	bĥ	107	1	綴り内の文字	1	blat
ah^eronti	PIV	虫ᴬᴴ̂	aĥ	107	1	接頭辞	1	akar
eh^inokok	PIV	虫ᴱᴴ̂	eĥ	107	1	接頭辞	1	entom
kokcinel	PIV	虫ᴷᶜ	kc	107	1	綴り内の文字	1	koral
kantarid	PIV	虫ᴷᴺ	kn	107	1	先頭+子音	2	koral
sarkopsil	PIV	虫ˢˢ	ss	107	1	綴り内の文字	1	sfeg
oksiuricid	PIV	虫杀ᴼ	o	2	1	接頭辞	1	insekticid
salikok	PEJVO	虾ˢ	s	20	1	接頭辞	1	kankr
astak	PEJVO	虾ᴬˢ	as	20	1	接頭辞	1	armadilidi
onisk	PEJVO	虾ᴼ	o	20	1	接頭辞	1	kankr
pene	PIV	虾ᴾ	p	20	1	接頭辞	3	kankr
birg	PIV	虾ᴮ	b	20	1	接頭辞	1	kankr
kril	PIV	虾ᴷᴿ	kr	20	1	接頭辞	4	kankr
dafni	PIV	虾ᴰ	d	20	1	接頭辞	2	kankr
dromi	PIV	虾ᴰᴿ	dr	20	1	接頭辞	1	dafni
gamar	PIV	虾ᴳ	g	20	1	接頭辞	1	kankr
lepad	PIV	虾ᴸ	l	20	1	接頭辞	3	kankr
leandr	PIV	虾ᴸᴺ	ln	20	2	先頭+子音	2	lepad
Leandr	PIV	虾ᴸᴱ	le	20	2	接頭辞	3	lepad
pandal	PIV	虾ᴾᴰ	pd	20	1	綴り内の文字	1	pene
karcin	PIV	虾ᴷᶜ	kc	20	1	綴り内の文字	1	kankr
nau^pli	PIV	虾ᴺ	n	20	1	接頭辞	1	kankr
talitr	PIV	虾ᵀ	t	20	1	接頭辞	1	kankr
krangon	PIV	虾ᴷᴺ	kn	20	1	綴り内の文字	3	kankr
armadilidi	PIV	虾ᴬ	a	20	1	接頭辞	2	kankr
palemon	PIV	虾ᴾᴸ	pl	20	1	先頭+子音	2	pene
erozi	PEJVO	蚀ᴱ	e	3	3	接頭辞	1	korod
kau^stik	PEJVO	蚀ᴷᵁ̆	kŭ	3	9	綴り内の文字	1	korod
kul	PEJVO	蚊ᴷ	k	3	2	接頭辞	1	moskit
anofel	PEJVO	蚊ᴬ	a	3	1	接頭辞	1	moskit
mitul	PEJVO	蚌ᴹ	m	3	3	接頭辞	1	ostr
lima	PEJVO	蚌ᴸ	l	3	1	接頭辞	1	ostr
meandr	PEJVO	蛇ᴹ	m	16	2	接頭辞	1	serpent
kolubr	PEJVO	蛇ᴷ	k	16	1	接頭辞	4	serpent
boa	PEJVO	蛇ᴮᴬ	ba	16	1	綴り内の文字	2	botrop
krotal	PEJVO	蛇ᴷᵀ	kt	16	1	綴り内の文字	2	kolubr
naj	PIV	蛇ᴺ	n	16	1	接頭辞	2	serpent
elap	PIV	蛇ᴱ	e	16	1	接頭辞	1	serpent
krajt	PIV	蛇ᴷᴿ	kr	16	1	接頭辞	4	kolubr
botrop	PIV	蛇ᴮ	b	16	1	接頭辞	3	serpent
bungar	PIV	蛇ᴮᴺ	bn	16	1	先頭+子音	1	botrop
cerast	PIV	蛇ᶜ	c	16	1	接頭辞	1	serpent
natrik	PIV	蛇ᴺᵀ	nt	16	1	先頭+子音	1	naj
anakond	PIV	蛇ᴬ	a	16	1	接頭辞	2	serpent
koronel	PIV	蛇ᴷᴺ	kn	16	1	綴り内の文字	1	kolubr
akroh^ord	PIV	蛇ᴬᴷ	ak	16	1	接頭辞	2	anakond
tropidonot	PIV	蛇ᵀ	t	16	1	接頭辞	1	serpent
proteid	PEJVO	蛋白ᴾᴰ	pd	2	1	綴り内の文字	1	protein
meringel	PEJVO	蛋白霜ᴹᴸ	ml	2	1	綴り内の文字	1	mering
hil	PEJVO	蛙ᴴ	h	11	1	接頭辞	1	ran
batrak	PEJVO	蛙ᴮ	b	11	2	接頭辞	3	ran
salamandr	PEJVO	蛙ˢ	s	11	1	接頭辞	1	ran
tritur	PEJVO	蛙ᵀ	t	11	1	接頭辞	1	ran
alit	PIV	蛙ᴬ	a	11	1	接頭辞	4	ran
bomben	PIV	蛙ᴮᴹ	bm	11	1	先頭+子音	2	batrak
aksolotl	PIV	蛙ᴬᴷ	ak	11	1	接頭辞	1	alit
ambistom	PIV	蛙ᴬᴹ	am	11	1	接頭辞	2	alit
amblistom	PIV	蛙ᴬˢ	as	11	1	綴り内の文字	3	alit
bombinator	PIV	蛙ᴮᵀ	bt	11	1	綴り内の文字	2	batrak
tarantul	PEJVO	蛛ᵀᵀ	tt	9	1	綴り内の文字	1	terafoz
migal	PIV	蛛ᴹ	m	9	1	接頭辞	1	arane
argiop	PIV	蛛ᴬᴳ	ag	9	1	綴り内の文字	2	arane
terafoz	PIV	蛛ᵀ	t	9	1	接頭辞	3	arane
falangi	PIV	蛛ᶠ	f	9	1	接頭辞	1	arane
tegenari	PIV	蛛ᵀᴳ	tg	9	1	先頭+子音	1	terafoz
argironet	PIV	蛛ᴬᴿ	ar	9	1	接頭辞	4	arane
avikulari	PIV	蛛ᴬⱽ	av	9	1	接頭辞	1	arane
ruditap	PIV	蛤ᴿ	r	2	1	接頭辞	1	meretrik
hermini	PEJVO	蛾ᴴ	h	3	1	接頭辞	1	mote
bombiks	PIV	蛾ᴮ	b	3	1	接頭辞	1	mote
vesp	CSV2890	蜂ⱽ	v	5	4	接頭辞	1	abel
krabr	PEJVO	蜂ᴷ	k	5	1	接頭辞	1	abel
cinip	PIV	蜂ᶜ	c	5	1	接頭辞	1	abel
burd	PIV	蜂ᴮ	b	5	1	接頭辞	1	abel
nektar	PEJVO	蜜ᴺ	n	2	3	接頭辞	1	miel
sirfed	PEJVO	蝇ˢ	s	2	1	接頭辞	1	muŝ
mincikad	PEJVO	蝉ᴹ	m	5	1	接頭辞	1	cikad
kanacikad	PEJVO	蝉ᴷ	k	5	1	接頭辞	1	cikad
cukcukcikad	PEJVO	蝉ᶜᶜ	cc	5	1	綴り内の文字	1	cikad
ĵiĵicikad	PIV	蝉ᴶ̂	ĵ	5	1	接頭辞	1	cikad
lokust	PEJVO	蝗ᴸ	l	2	2	接頭辞	1	akrid
filostom	PIV	蝠ᶠ	f	3	1	接頭辞	1	vespert
vespertilion	PIV	蝠ⱽᴸ	vl	3	1	綴り内の文字	1	vespert
papilion	PEJVO	蝶ᴾᴺ	pn	5	1	綴り内の文字	1	papili
lepidopter	PEJVO	蝶ᴸ	l	5	1	接頭辞	1	papili
pierid	PIV	蝶ᴾᴿ	pr	5	1	先頭+子音	2	papili
pieris	PIV	蝶ᴾˢ	ps	5	1	綴り内の文字	1	papili
limak	CSV2890	螺ᴸ	l	4	4	接頭辞	1	ŝraŭb
helik	PEJVO	螺ᴴ	h	4	8	接頭辞	2	ŝraŭb
helic	PEJVO	螺ᴴᶜ	hc	4	7	綴り内の文字	1	helik
pagur	PEJVO	蟹ᴾ	p	3	1	接頭辞	1	krab
limul	PEJVO	蟹ᴸ	l	3	1	接頭辞	1	krab
trikin	PEJVO	蠕ᵀ	t	3	1	接頭辞	1	helmint
peristalt	PIV	蠕ᴾ	p	3	3	接頭辞	1	helmint
emi	文法層	血ᴱ	e	4	26	接頭辞	1	sang
hemo	PIV	血ᴴ	h	4	7	接頭辞	2	sang
hemat	PIV	血ᴴᵀ	ht	4	3	綴り内の文字	1	hemo
skistosom	PIV	血虫ˢ	s	2	2	接頭辞	1	bilharzi
andant	PEJVO	行ᴬᴺ	an	2	2	接頭辞	1	ad
pes	CSV2890	衡ᴾ	p	3	22	接頭辞	1	ekvilibr
bilanc	PEJVO	衡ᴮ	b	3	2	接頭辞	1	ekvilibr
kompens	CSV2890	补ᴷ	k	5	16	接頭辞	2	flik
komplement	CSV2890	补ᴷᴸ	kl	5	11	綴り内の文字	1	kompens
suplement	CSV2890	补ˢ	s	5	3	接頭辞	1	flik
aleksin	PEJVO	补ᴬ	a	5	1	接頭辞	1	flik
epi	文法層	表ᴱ	e	7	24	接頭辞	4	tabel
list	CSV2890	表ᴸ	l	7	22	接頭辞	1	tabel
esprim	CSV2890	表ᴱˢ	es	7	28	接頭辞	2	epi
etat	CSV2890	表ᴱᵀ	et	7	5	接頭辞	1	epi
reprezent	PEJVO	表ᴿ	r	7	0	接頭辞	1	tabel
ekspresion	PEJVO	表ᴱᴷ	ek	7	2	接頭辞	1	epi
bluz	CSV2890	衫ᴮ	b	2	2	接頭辞	1	ĉemiz
kah^eksi	PIV	衰ᴷ	k	3	2	接頭辞	2	atenu
kakeksi	PIV	衰ᴷᴷ	kk	3	1	先頭+子音	2	kah^eksi
poŝ	CSV2890	袋ᴾ	p	4	24	接頭辞	1	sak
vombat	PEJVO	袋ⱽ	v	4	1	接頭辞	1	sak
marsupi	PIV	袋ᴹ	m	4	2	接頭辞	1	sak
kanguru	PEJVO	袋鼠ᴷ	k	2	2	接頭辞	1	makrop
surtut	PEJVO	袍ˢ	s	5	3	接頭辞	1	rob
tunik	PEJVO	袍ᵀ	t	5	4	接頭辞	1	rob
kut	PIV	袍ᴷ	k	5	2	接頭辞	1	rob
frok	PIV	袍ᶠ	f	5	3	接頭辞	1	rob
pasiv	CSV2890	被ᴾ	p	2	6	接頭辞	1	at
tajlor	CSV2890	裁ᵀᴿ	tr	3	9	綴り内の文字	1	tajl
arbitraci	PEJVO	裁ᴬ	a	3	6	接頭辞	1	tajl
fend	CSV2890	裂ᶠ	f	7	36	接頭辞	1	ŝir
krev	CSV2890	裂ᴷ	k	7	7	接頭辞	2	ŝir
brec^	PEJVO	裂ᴮ	b	7	6	接頭辞	1	ŝir
kliv	PEJVO	裂ᴷᴸ	kl	7	3	接頭辞	1	krev
skism	PEJVO	裂ˢ	s	7	5	接頭辞	1	ŝir
dehisk	PEJVO	裂ᴰ	d	7	5	接頭辞	1	ŝir
munt	CSV2890	装ᴹ	m	8	14	接頭辞	1	ŝarg
bind	CSV2890	装ᴮ	b	8	12	接頭辞	1	ŝarg
kostum	CSV2890	装ᴷ	k	8	14	接頭辞	1	ŝarg
instal	CSV2890	装ᴵ	i	8	13	接頭辞	1	ŝarg
garn	CSV2890	装ᴳ	g	8	4	接頭辞	1	ŝarg
afekt	PEJVO	装ᴬ	a	8	14	接頭辞	1	ŝarg
stiv	PEJVO	装ˢ	s	8	2	接頭辞	1	ŝarg
kalson	CSV2890	裤ᴷ	k	2	7	接頭辞	1	pantalon
bistr	PEJVO	褐ᴮˢ	bs	2	2	先頭+子音	1	brun
uest	PIV	西ᵁ	u	2	1	接頭辞	1	okcident
mulc^	PEJVO	覆ᴹ	m	2	2	接頭辞	1	teg
ideologi	PEJVO	观ᴵ	i	3	0	接頭辞	1	observ
spekt	PEJVO	观ˢ	s	3	14	接頭辞	1	observ
cirkel	CSV2890	规ᶜ	c	4	7	接頭辞	1	regul
preskrib	CSV2890	规ᴾ	p	4	2	接頭辞	1	regul
reglament	PEJVO	规ᴿᴹ	rm	4	2	綴り内の文字	1	regul
vide	PEJVO	视ⱽ	v	4	13	接頭辞	1	televid
televizi	PEJVO	视ᵀᶻ	tz	4	2	綴り内の文字	1	televid
opt	PIV	视ᴼ	o	4	4	接頭辞	1	televid
rimark	CSV2890	觉ᴿ	r	4	11	接頭辞	1	konsci
bodi	PEJVO	觉ᴮ	b	4	3	接頭辞	1	konsci
percept	PEJVO	觉ᴾ	p	4	7	接頭辞	1	konsci
korn	CSV2890	角ᴷ	k	5	33	接頭辞	2	angul
rol	CSV2890	角ᴿ	r	5	9	接頭辞	1	angul
goni	PIV	角ᴳ	g	5	5	接頭辞	1	angul
kerat	PIV	角ᴷᵀ	kt	5	5	綴り内の文字	1	korn
liz	文法層	解ᴸ	l	4	19	接頭辞	1	kompren
solv	CSV2890	解ˢ	s	4	31	接頭辞	1	kompren
disoci	PEJVO	解ᴰ	d	4	5	接頭辞	1	kompren
tikso	PIV	触ᵀᴷ	tk	2	2	先頭+子音	1	tuŝ
vot	PEJVO	誓ⱽ	v	2	4	接頭辞	1	ĵur
alarm	CSV2890	警ᴬ	a	3	12	接頭辞	2	polic
avert	CSV2890	警ᴬⱽ	av	3	5	接頭辞	1	alarm
termometr	PEJVO	计ᵀ	t	2	0	接頭辞	1	statistik
abon	CSV2890	订ᴬ	a	2	24	接頭辞	1	mend
konfes	CSV2890	认ᴷᶠ	kf	4	12	綴り内の文字	1	kon
agnosk	PEJVO	认ᴬ	a	4	3	接頭辞	1	kon
kogn	PIV	认ᴷᴳ	kg	4	4	先頭+子音	1	kon
konced	PEJVO	让ᴷ	k	3	3	接頭辞	1	ced
alien	PIV	让ᴬ	a	3	5	接頭辞	1	ced
instrukci	PEJVO	训ᴵ	i	2	6	接頭辞	1	trejn
propon	CSV2890	议ᴾ	p	5	13	接頭辞	3	konsil
konsili	CSV2890	议ᴷᴵ	ki	5	10	綴り内の文字	2	konsil
parlament	CSV2890	议ᴾᴸ	pl	5	16	綴り内の文字	2	propon
palavr	PIV	议ᴾⱽ	pv	5	2	綴り内の文字	1	propon
not	CSV2890	记ᴺ	n	5	26	接頭辞	1	memor
ĵurnal	CSV2890	记ᴶ̂	ĵ	5	10	接頭辞	1	memor
rekord	CSV2890	记ᴿ	r	5	9	接頭辞	1	memor
graf	PEJVO	记ᴳ	g	5	123	接頭辞	1	memor
lekci	CSV2890	讲ᴸ	l	3	2	接頭辞	1	preleg
predik	PEJVO	讲ᴾᴰ	pd	3	10	綴り内の文字	1	preleg
licenc	CSV2890	许ᴸ	l	3	5	接頭辞	2	permes
lic	PEJVO	许ᴸᴵ	li	3	2	接頭辞	2	licenc
teori	CSV2890	论ᵀ	t	6	25	接頭辞	1	diskut
ese	CSV2890	论ᴱ	e	6	3	接頭辞	1	diskut
disert	PEJVO	论ᴰᴿ	dr	6	4	綴り内の文字	1	diskut
argument	PEJVO	论ᴬ	a	6	9	接頭辞	1	diskut
silog	PEJVO	论ˢ	s	6	2	接頭辞	1	diskut
sarkasm	PEJVO	讽ˢ	s	2	2	接頭辞	1	karikatur
establ	CSV2890	设ᴱ	e	2	11	接頭辞	1	supoz
intervju	CSV2890	访ᴵ	i	3	6	接頭辞	1	vizit
frekvent	PEJVO	访ᶠ	f	3	2	接頭辞	1	vizit
pruv	CSV2890	证ᴾ	p	7	9	接頭辞	1	viz
atest	CSV2890	证ᴬ	a	7	19	接頭辞	1	viz
diplom	CSV2890	证ᴰ	d	7	14	接頭辞	3	viz
kvitanc	CSV2890	证ᴷ	k	7	3	接頭辞	1	viz
demonstr	PEJVO	证ᴰᴹ	dm	7	8	先頭+子音	2	diplom
depozici	PEJVO	证ᴰᶻ	dz	7	2	綴り内の文字	1	diplom
kritik	CSV2890	评ᴷ	k	4	21	接頭辞	2	taks
koment	CSV2890	评ᴷᴹ	km	4	5	先頭+子音	1	kritik
recenz	CSV2890	评ᴿ	r	4	5	接頭辞	1	taks
artifik	PEJVO	诈ᴬ	a	2	7	接頭辞	1	frau^d
akuz	CSV2890	诉ᴬ	a	5	10	接頭辞	2	plend
grumbl	CSV2890	诉ᴳ	g	5	5	接頭辞	1	plend
apel	PEJVO	诉ᴬᴾ	ap	5	3	接頭辞	1	akuz
