root	層	漢字	接地	生物名	F	接地した定義語根	定義文
implic	PEJVO	含ᴵᴹ	N		11		1 (pp (se paroli pri) difino) Difinanta la nocion nur malrekte, per ecoj esprimitaj en la 
klik	PEJVO	爪ᴷ	N		11		(ntr (netransitiva)) Soni, pp (se paroli pri) kliko 2.
komut	PEJVO	换	N		11		(pp (se paroli pri) duloka operacio) Tia, ke du ajnaj elementoj estas komuteblaj.
kurier	PEJVO	信使	N		11		1 Rilata al kuriero
mes	PEJVO	祭	N		11		Rilata al meso.
modul	PEJVO	调ᴹᴰ	N		11		(pp (se paroli pri) ekvacio k idealo au^ submodulo) Valide post aldono de elemento de la i
monah^	PEJVO	僧	N		11		Rilata al monah^oj
sperm	PEJVO	精液	N		11		Rilata al la spermo
stereo	PEJVO	立体	N		11		Pref. (Prefikso), indikanta tridimensian spacon, reliefon
trofi	PEJVO	养ᵀ	N		11		Nutrado k/au^ kreskado de la histoj, fiziologia au^ patologia. Vd plazio.
flut	PEJVO	笛ᶠᴸ	N		10		1 Rilata al fluto. 2 Simila al la sono de fluto
hidrat	PEJVO	水合	N		10		Enkonduki hidratan akvon, ekz. (ekzemple) en senakvan kristalon. Vd solvant(um)i.
induk	PEJVO	感ᴵ	N		10		Rilata al induko.
kloak	PEJVO	沟ᴷ	N		10		Rilata al kloako
kondens	PEJVO	凝ᴷᴺ	N		10		Nekonscia procedo de la imago, en la revoj au^ song^oj, per kiu g^i miksas k kunfandas div
meteor	PEJVO	陨	N		10		Rilata al meteoro
migdal	PEJVO	扁桃	N		10		Rilata al migdalo
mikrob	PEJVO	细菌	N		10		Rilata al mikroboj, kau^zata de ili
navig	PEJVO	航ᴺ	N		10		Rilata al navigado
polen	PEJVO	粉ᴾᴺ	N		10		Rilata al poleno, de poleno
prevent	PEJVO	防ᴾ	N		10		Tia, ke g^i preventas
sediment	PEJVO	沉ˢ	N		10		Rilata al sedimento
stift	PEJVO	销	N		10		Rilata al stifto
tau^r	PEJVO	牡牛	N		10		Rilata al tau^ro
valent	PEJVO	价ⱽ	N		10		Rilata al valento
icid	PEJVO	杀	N		10		Suf. (Sufikso), indikanta substancon, kiu mortigas vivulojn
akumul	PEJVO	累	N		9		(pp (se paroli pri) rento au^ interezo). Ne konsumata, sed aldonata al la kapitalo, kiu g^
angi	PEJVO	脉ᴬᴺ	N		9		Rilata al angio.
kau^stik	PEJVO	蚀ᴷᵁ̆	N		9		Surfaco, kiu entenas lumradiojn refraktitajn au^ reflektitajn.
koalici	PEJVO	盟ᴷᴸ	N		9		Rilata al au^ rezultanta de koalicio
marmor	PEJVO	大理石	N		9		(tr (transitiva)) Imiti per farboj la marmorajn vejnojn sur io
osmoz	PEJVO	渗	N		9		Rilata al osmozo
pale	PEJVO	内壳	N	Y	9		(pp (se paroli pri) spiketo de la poacoj) Supra glumeto. Vd glumo, glumelo, lemo, lodiklo.
tonal	PEJVO	调ᵀᴸ	N		9		Rilata al tonalo.
benzo	PEJVO	安息香	N		8		Pref. (Prefikso), montranta benzenan kombinaj^on
bronk	PEJVO	支ᴮ	N		8		Rilata al bronko(j)
bufr	PEJVO	缓冲	N		8		Rilata al bufro.
ekzo	PEJVO	外ᴱᶻ	N		8		Pref. (Prefikso), signifanta «eksteren»
granul	PEJVO	粒ᴳᴺ	N		8		1 De, rilata al granulo. 2 Konsistanta el granuloj
hipotek	PEJVO	抵	N		8		Rilata al hipoteko
hist	PEJVO	织ᴴ	N	Y	8		Rilata al histo
kalci	PEJVO	钙	N		8		Rilata al kalcio
kardinal	PEJVO	枢机	N		8		1(pp (se paroli pri) nombro) Indikanta kiom da elementoj havas aro
kribr	PEJVO	筛	N		8		Ago de tiu, kiu kribras.
masturb	PEJVO	手淫	N		8		Ago de tiu, kiu iun masturbas
modl	PEJVO	塑ᴹ	N		8		Ago de tiu, kiu modlas
obskur	PEJVO	暗ᴼ	N		8		Stato de io obskura
oftalm	PEJVO	目ᴼᶠ	N		8		Rilata al oftalmo
pivot	PEJVO	旋ᴾ	N		8		Rilata al pivoto
propag	PEJVO	播	N		8		Ago de iu, io propaganta
seb	PEJVO	脂ˢ	N		8		Rilata al sebo
spin	PEJVO	脊	N		8		Rilata au^ apartenanta al spino
alianc	PEJVO	盟ᴬ	N		7		(tr (transitiva)) Ligi per alianco
aritmetik	PEJVO	算ᴬ	N		7		Rilata al aritmetiko
arog	PEJVO	傲	N		7		Ago de iu, kiu arogas ion
blazon	PEJVO	徽ᴮ	N		7		Rilata al blazono
degener	PEJVO	退ᴰ	N		7		degeneraj kvantumstatoj (statoj de la sama sistemo, havantaj la saman energion).
diktator	PEJVO	独裁	N		7		Konduti kiel diktatoro.
enzim	PEJVO	酵素	N		7		Rilata al la enzimoj.
first	PEJVO	脊ᶠ	N		7		Rilata al firsto
helic	PEJVO	螺ᴴᶜ	N		7		1 Lau^ formo de helico 1. 2 Movata per helico(j)
hipnot	PEJVO	催眠	N		7		(ntr (netransitiva)) Trovig^i en hipnota stato.
idol	PEJVO	偶像	N		7		Rilata al idolo(j)
incid	PEJVO	射ᴵ	N		7		Rilata al la incido
inkandesk	PEJVO	白热	N		7		Stato de io inkandeska.
kali	PEJVO	钾	N		7		Rilata al kalio
kalv	PEJVO	秃	N		7		Loko de la kapo, kie elfalis la haroj
legitim	PEJVO	正ᴸ	N		7		Ago de tiu, kiu legitimas
lob	PEJVO	叶ᴸ	N		7		1 Rilata al lobo. 2 Lobohava.
procedur	PEJVO	程ᴾᴰ	N		7		Rilata al proceduro
pterig	PEJVO	翅ᴾᴳ	N	Y	7		Permuskole movata flugilo de animalo.
pub	PEJVO	耻骨	N		7		Rilata al pubo
rudr	PEJVO	舵	N		7		(tr (transitiva)) Gvidi per rudro.
sakar	PEJVO	蔗	N	Y	7		G. (Genro) (Saccharum el poacoj) de plurjaraj, altaj herboj kun maldensa, plumeca inflores
saliv	PEJVO	唾	N		7		Rilata al la salivo
scintil	PEJVO	闪ˢᶜ	N		7		(ntr (netransitiva)) 1 (pri fluoreska materialo) Fulmeti pro trafig^o de altenergia partik
skolt	PEJVO	侦	N		7		Lau^ la maniero de skolto
tau^z	PEJVO	揉ᵀ	N		7		Ago de iu, kiu tau^zas.
tetra	PEJVO	四ᵀᴬ	N		7		Pref. (Prefikso) montranta, ke substanco estas karakterizata de, au^ konsistas el, kvar sa
torc^	PEJVO	炬	N		7		Rilata al torc^o
tret	PEJVO	踏	N		7		Ago de iu, kiu tretas.
vitriol	PEJVO	矾ⱽ	N		7		Rilata al vitriolo 2
algebr	PEJVO	代数	N		6		Rilata al algebro
amortiz	PEJVO	偿ᴬ	N		6		Rilata al amortizo
analog	PEJVO	似ᴬ	N		6		Molekulo analoga al alia molekulo
bir	PEJVO	测ᴮ	N		6		(tr (transitiva)) Precizigi la pozicion de punkto en la spaco per mezurado de direktoj al 
bitum	PEJVO	沥青ᴮ	N		6		1 Rilata al bitumo. 2 Bitumohava
difuz	PEJVO	散ᴰᶠ	N		6		1 Rilata al difuzo
ermit	PEJVO	隐	N		6		Rilata al ermito
gros^	PEJVO	分ᴳ	N		6		Rilata al gros^o
hidrarg	PEJVO	汞	N		6		Rilata al hidrargo
krep	PEJVO	皱绸	N		6		Prezentanta multajn faldetojn k ondetojn senordajn
ksil	PEJVO	木ᴷ	N		6		Radiko de
kvalifik	PEJVO	称ᴷ	N		6		Havanta la ecojn necesajn por kvalifiki
later	PEJVO	边ᴸ	N		6		Rilata al latero. Vd flanka.
linear	PEJVO	线ᴸᴿ	N		6		(pp (se paroli pri) bildigo ƒ) Obeanta la regulon ƒ (x+ty) = ƒ (x) + tf (y) por c^iuj vekt
macer	PEJVO	浸ᴹ	N		6		Ago maceri k la rezultanta procezo.
muf	PEJVO	套ᴹ	N		6		(tr (transitiva)) Provizi (tubojn, aksojn ktp (kaj tiel plu)) per mufo.
naved	PEJVO	梭	N		6		1 Rilata al navedo. 2 (f (figurasence)) Ir-reira
obligaci	PEJVO	务ᴼ	N		6		Rilata al obligacio 1 au^ 2
orbit	PEJVO	轨ᴼ	N		6		Rilata al la orbito.
ovol	PEJVO	卵ᴼᴸ	N		6		Rilata al ovolo.
paroh^	PEJVO	堂区ᴾᴴ̂	N		6		Rilata al paroh^o
permut	PEJVO	换ᴾ	N		6		Rilata al permuto
pirat	PEJVO	海盗	N		6		Lau^ pirata maniero
prunus	PEJVO	李ᴾˢ	N	Y	6		G. (Genro) (Prunus el rozacoj) de falfoliaj k dau^rafoliaj arboj k arbustoj kun simplaj, d
rak	PEJVO	架	N		6		1 Fiksa au^ movebla kunaj^o el stangoj, formanta ujon, en kiun oni metas fojnon au^ furag^
refleks	PEJVO	反射ᴿˢ	N		6		Rilata al reflekso
retin	PEJVO	网膜	N		6		Rilata al la retino
reu^mat	PEJVO	风湿	N		6		Dolora kongesto, precipe c^e la artikoj.
simptom	PEJVO	症ˢ	N		6		Rilata al simptomo
tar	PEJVO	皮重	N		6		(tr (transitiva)) Determini la pezon de la taro.
turbul	PEJVO	乱ᵀ	N		6		Kirla movado en la aertavoloj.
vagin	PEJVO	阴道	N		6		Rilata al vagino
vektor	PEJVO	矢量	N		6		Rilata al vektoro
amplif	PEJVO	扩	N		5		Pliigo de la (alterna) tensio au^ kurento de telekomunika kurento en kondukilo au^ de rice
burlesk	PEJVO	谐ᴮ	N		5		La g^enro de burleskaj verkoj.
dehisk	PEJVO	裂ᴰ	N		5		Ag(ad)o, per kiu organo malfermig^as por eligi sian enhavon
diferencial	PEJVO	异ᴰᴸ	N		5		Rilata al diferencialo
disoci	PEJVO	解ᴰ	N		5		Rilata al disocio
emerg^	PEJVO	出ᴱᴹ	N		5		Rilata al la emerg^o
ezofag	PEJVO	食管	N		5		Rilata al ezofago.
faring	PEJVO	咽	N		5		Rilata al la faringo
fleksi	PEJVO	屈	N		5		(tr (transitiva)) Modifi (vorton) lau^ deklinacio au^ konjugacio.
folklor	PEJVO	民俗	N		5		Rilata al folkloro 1, 2
h^oler	PEJVO	霍乱	N		5		Rilata al h^olero.
inokul	PEJVO	种ᴵ	N		5		Ago de iu, kiu inokulas
kalfatr	PEJVO	填ᴷ	N		5		Ago de tiu kiu kalfatras.
kamfor	PEJVO	樟	N		5		Enhavanta kamforon, au^ rilata al kamforo
kanonik	PEJVO	会士	N		5		Rilata al kanonikoj
kast	PEJVO	种姓	N		5		Rilata al kasto
klostr	PEJVO	修院	N		5		Rilata al klostro, precipe 2
kvocient	PEJVO	商ᴷⱽ	N		5		Rilata al kvociento
lant	PEJVO	缓	N		5		(ntr (netransitiva)) Pasigi multan tempon, farante ion negravan; tro malrapide agi.
leksik	PEJVO	词汇	N		5		Tuto de la leksemoj de lingvo.
misi	PEJVO	使ᴹ	N		5		Rilata al misio
mitr	PEJVO	冠ᴹ	N		5		1 Rilata al mitro. 2 Mitroforma
pankreat	PEJVO	胰	N		5		Rilata al la pankreato.
pred	PEJVO	猎ᴾ	N		5		Rilata al predado
rektum	PEJVO	直肠	N		5		Rilata al rektumo.
rezid	PEJVO	驻	N		5		(ntr (netransitiva)) 1 Konstante k oficiale log^i. 2 Log^i en la loko, en kiu oni plenumas
sept	PEJVO	隔ˢ	N		5		(tr (transitiva)) Provizi, dividi per septo
simbioz	PEJVO	共生	N		5		(ntr (netransitiva)) Simbioze vivi
stilz	PEJVO	跷	N		5		1 Iriloj. 2 Longaj piedoj de birdoj, kiuj vivas en marc^oj au^ c^e bordoj de rivero au^ ma
suspensi	PEJVO	悬	N		5		1 Tuto de la arang^o, kiu ebligas al korpo, aparato, parto de mas^ino ks (kaj simile, kaj 
timpan	PEJVO	鼓室	N		5		Rilata al timpano
translaci	PEJVO	移	N		5		Rilata al translacio
violent	PEJVO	暴ⱽ	N		5		En violenta maniero
aberaci	PEJVO	差	N		4		(ntr (netransitiva)) Prezenti aberacion.
adher	PEJVO	附	N		4		Forto inter du diversaspecaj substancoj, devenanta de molekula altiro
anten	PEJVO	触角	N		4		Rilata al anteno
anticip	PEJVO	预	N		4		Ago de tiu, kiu anticipas
apert	PEJVO	开ᴬ	N		4		En aperta maniero
arke	PEJVO	方舟	N		4		Rilata al arkeo
asembl	PEJVO	汇编	N		4		(tr (transitiva)) Traduki al mas^inlingvo programon, en kiu individuaj mas^inlingvaj instr
asteni	PEJVO	弱ᴬ	N		4		Nenormala manko de fortoj, ordinare kau^zata de nesufic^a psika au^ nerva stimulado; g^i p
bajonet	PEJVO	刺刀	N		4		1 Rilata al bajoneto. 2 = stifta.
damask	PEJVO	缎ᴰ	N		4		(tr (transitiva)) Teksi lau^ la procedo de la damasko.
depresi	PEJVO	低ᴰ	N		4		Rilata al depresio
drakon	PEJVO	严ᴰ	N		4		Agi tirane
edif	PEJVO	教化	N		4		Ago de iu, kiu edifas
farmaci	PEJVO	药ᶠᶜ	N		4		Rilata al la farmacio
femin	PEJVO	女ᶠᴱ	N		4		femina pudendo (vulvo).
infanteri	PEJVO	步兵	N		4		Rilata al infanterio
infarkt	PEJVO	梗	N		4		Nomo donata al vaskula teritorio, en kiu estas nekrozo de histoj pro c^eso de la sangocirk
insulin	PEJVO	胰岛素	N		4		Rilata al insulino
klitor	PEJVO	阴蒂	N		4		Rilata al la klitoro.
kornic	PEJVO	檐	N		4		Rilata al kornico
kver	PEJVO	咕ᴷ	N		4		Pref. (Prefikso), indikanta transversecon
kvit	PEJVO	偿	N		4		1 En kvita maniero
lof	PEJVO	迎	N		4		Tiu flanko de s^ipo, kiu estas elmetata al la vento. Vd leo.
miria	PEJVO	万	N		4		Pref. (Prefikso), uzata antau^ unuoj, k signifanta «dekmiloblo» (10 ^4)
monark	PEJVO	君主	N		4		Rilata al monarko au^ monarkismo
morb	PEJVO	病	N		4		Rilata al morbo
orgi	PEJVO	纵欲	N		4		Rilata al orgio
ortopedi	PEJVO	矫	N		4		Rilata al ortopediio.
pas^tel	PEJVO	淡ᴾ	N		4		Rilata al pas^telo
pau^s	PEJVO	复ᴾ	N		4		1 Ago pau^si. 2 Alpreno de nova vorto au^ sintagmo en iun lingvon pere de traduko el alia 
pep	PEJVO	鸣ᴾ	N		4		Ago de iu, kiu pepas
prizon	PEJVO	狱ᴾ	N		4		Rilata al prizono(j)
raviol	PEJVO	饺	N		4		Malgrandaj pastaj^oj, farc^itaj diversmaniere, plejofte per viando muelita k spicita, kiuj
rilaks	PEJVO	缓ᴿ	N		4		Rilata al rilakso
sakr	PEJVO	荐ˢ	N		4		Rilata al la sakro
saten	PEJVO	缎	N		4		1 Rilata al la sateno. 2 Glata kiel sateno
senil	PEJVO	老ˢ	N		4		(pp (se paroli pri) histo, organismo, individuo) Malforta pro maljuneco
silic	PEJVO	硅	N		4		Rilata al, konsistanta el silico
sinovi	PEJVO	滑ˢᴺ	N		4		Rilata al sinovio
skarifik	PEJVO	划ˢᴷ	N		4		Rilata al skarifiko
splis	PEJVO	接ˢ	N		4		Ago splisi k ties rezulto
stomp	PEJVO	晕染	N		4		Cilindro el volvita sorbopapero au^ alia materialo, kun konusa fino, uzata en desegnado, p
tampon	PEJVO	棉塞	N		4		Sterilizita vatbulo, cilindra kompreso ks (kaj simile, kaj similaj), uzata por tamponi, au
teni	PEJVO	条虫	N		4		Rilata al tenio
transfuz	PEJVO	输	N		4		(tr (transitiva)) Intravejnen injekti sangon fres^an au^ konservitan
uskl	PEJVO	字ᵁ	N		4		«Minusklo au^ majusklo».
varik	PEJVO	瘤ⱽᴬ	N		4		Rilata al variko(j)
vermic^el	PEJVO	粉丝	N		4		Maldikegaj, fadenformaj pastaj^oj, ofte kuirataj en buljono
jul	PEJVO	划ᴶ	N		4		Forta remilo, kiun oni uzas per tordaj movoj c^e la pobo de boato, por antau^enigi g^in kv
abol	PEJVO	废ᴬ	N		3		Ago de instanco, kiu abolas
akomod	PEJVO	适ᴬᴷ	N		3		Ago de iu, io akomodata
altitud	PEJVO	高ᴬᵀ	N		3		Rilata al altitudo
analitik	PEJVO	析ᴬᵀ	N		3		1 Rilata al analitiko. 2 (pp (se paroli pri) funkcio) Elvolvebla en potencoserion en c^irk
aort	PEJVO	主脉	N		3		Rilata al aorto, au^ al la valvetoj situantaj c^e g^ia orifico
apanag^	PEJVO	封ᴬ	N		3		(tr (transitiva)) Provizi per apanag^o.
apel	PEJVO	诉ᴬᴾ	N		3		Pli-malpli ofta, perioda vicigo de soldatoj, kaptitoj ks (kaj simile, kaj similaj) por kon
apologi	PEJVO	辩ᴬᴾ	N		3		(ntr (netransitiva) / tr (transitiva)) Fari apologion
aprior	PEJVO	先	N		3		Antau^ c^ia sperto pri io
asiz	PEJVO	审ᴬ	N		3		Rilata al asizo
avan	PEJVO	前ᴬⱽ	N		3		La antau^a parto de armeo, tac^mento ktp (kaj tiel plu).
avanc	PEJVO	进ᴬ	N		3		Ago de tiu, kiu avancas.
averag^	PEJVO	均	N		3		1 Ia meznombro. Sin. (sinonimo) mezumo. 2 La aritmetika meznombro.
but	PEJVO	丁	N		3		Pref. (Prefikso), montranta kvarkarbonan c^enon en la nomoj de hidrokarbonoj. Vd et/, pent
cens	PEJVO	普ᶜ	N		3		(tr (transitiva)) Fari tian entabeligon au^ nombradon.
dispozici	PEJVO	处ᴰᶻ	N		3		Rilata al dispozicio au^ dispozicioj.
dur	PEJVO	硬ᴰ	N		3		Rezisto de materio al la penetro de alia materio
ejakul	PEJVO	射ᴱ	N		3		Ago de ejakulanto.
epitom	PEJVO	概ᴱ	N		3		Fari eltiraj^on el longa verko.
gliciriz	PEJVO	甘草	N		3		Rilata al glicirizo
heks	PEJVO	己	N		3		Pref. (Prefikso), montranta 6-karbonan c^enon en la nomoj de
hul	PEJVO	壳ᴴ	N		3		(ntr (netransitiva)) Ritme ondig^e balancig^i. Vd hulringo.
idiom	PEJVO	语ᴵ	N		3		Rilata al idiomo
iski	PEJVO	坐骨	N		3		Rilata al iskio
kabal	PEJVO	秘ᴷᴮ	N		3		Rilata al kabalo
kam	PEJVO	凸轮	N		3		Rotacianta disko, kun elstaraj^o(j), kiu(j) c^e c^iu turno de la akso de la disko, pus^as 
katedr	PEJVO	座ᴷ	N		3		Rilata al katedro
klem	PEJVO	夹ᴷᴸ	N		3		Fiksilo, kiu konektas konduktilon al aparato au^ parto de aparato per makzelpremo au^ s^ra
konced	PEJVO	让ᴷ	N		3		(pp (se paroli pri) prop. (propozicio)) Indikanta kondic^on au^ cirkonstancon, kies atende
labil	PEJVO	易变	N		3		Nestabila atmosfero kun gradiento pli ol adiabata.
langvor	PEJVO	倦	N		3		Malrapide movig^anta, malema al ekzercig^o, ne interesig^anta al la ekstera mondo, senfort
limfat	PEJVO	淋ᴸᵀ	N		3		Rilata al unu el la kvar temperamentoj lau^ Hipokrato. Vd kolerika, nervoza, sangvina.
loteri	PEJVO	彩ᴸ	N		3		Rilata al loterio
malign	PEJVO	恶ᴹᴳ	N		3		Havi malignan efikon
megalo	PEJVO	巨ᴹ	N		3		Pref. (Prefikso), signanta la patologian plivolumenig^on de dukto, organo k (f (figurasenc
meger	PEJVO	悍妇	N		3		Konduti kiel megero
mentor	PEJVO	导师	N		3		Agi kiel mentoro.
metropol	PEJVO	都	N		3		Log^anta en, rilata al metropolo
molar	PEJVO	臼	N		3		(evi (evitinda)) = (unu)mola.
napalm	PEJVO	凝油	N		3		(tr (transitiva)) Ataki, detrui per napalmo.
nupt	PEJVO	婚ᴺ	N		3		Rilata al nupto
orgasm	PEJVO	高潮	N		3		Rilata al orgasmo
parodi	PEJVO	戏仿	N		3		Rilata al parodio.
patriark	PEJVO	族长	N		3		1 Rilata al patriarko
pedunkl	PEJVO	梗ᴾ	N		3		Havanta pedunklon; rilata al pedunklo.
penta	PEJVO	五ᴾ	N		3		Pref. (Prefikso), montranta, ke substanco estas karakterizata de, au^ konsistas el, kvin a
plis	PEJVO	折ᴾ	N		3		Parto de s^tofo, jupo, robo ks (kaj simile, kaj similaj), tiel plisita.
polm	PEJVO	掌	N		3		Rilata al la polmo.
pontifik	PEJVO	主祭ᴾᴺ	N		3		Rilata al pontifiko(j)
porfir	PEJVO	斑岩	N		3		Rilata al porfiro
primar	PEJVO	原ᴾᴿ	N		3		(ark. (arkaismo, arkaisme)) = paleozoiko.
rabarb	PEJVO	大黄	N		3		Rilata al rabarbo
renegat	PEJVO	叛ᴿᴺ	N		3		Konduti kiel renegato.
retort	PEJVO	锅ᴿ	N		3		1 Rilata al retorto
retrospektiv	PEJVO	顾	N		3		Perspektiva rigardo al la pasinta tempo.
rizom	PEJVO	根茎	N		3		1 Rilata al rizomo. 2 Rizomohava
sink	PEJVO	沉ˢᴺ	N		3		Ago de io, kio sinkas.
siren	PEJVO	牛ˢ	N	Y	3		Ordo (Sirenia) de herbomang^antaj mamuloj, vivantaj en akvo c^e marbordo au^ en riveroj k 
stereotip	PEJVO	套ˢ	N		3		(tr (transitiva)) Klis^i.
s^ik	PEJVO	雅ˢ̂	N		3		Aspekti s^ika
tang^	PEJVO	接ᵀ	N		3		Rilata al tang^antoj
tempi	PEJVO	侧头	N		3		Rilata al tempio
terat	PEJVO	畸	N		3		Grava fizika au^ fiziologia anomalio; monstraj^o.
torak	PEJVO	胸ᵀ	N		3		Rilata al torako
trad	PEJVO	信风	N		3		(tr (transitiva)) Au^toritate forpreni havaj^on de s^uldanto, k doni g^in al kreditoro. Vd
travesti	PEJVO	戏仿ᵀ	N		3		Rilata al travestio
trigonometri	PEJVO	三角	N		3		Rilata al trigonometrio
vanil	PEJVO	香兰	N		3		Rilata al vanilo
kalend	PEJVO	初一	N		3		Nomo de la unua tago de la monato c^e la Romanoj
rot	PEJVO	队ᴿ	N		3		La 17a grafemo de la greka alfabeto (Ρ, ρ), responda al r. rotaismo. Transformo de z al r 
alabastr	PEJVO	雪花石膏	N		2		Simila al alabastro per sia blanko au^ diafaneco
alergi	PEJVO	过敏	N		2		Rilata al alergio
aliteraci	PEJVO	头韵	N		2		(ntr (netransitiva)) (pp (se paroli pri) vorto) Prezenti aliteracion kun alia vorto.
aneroid	PEJVO	无液	N		2		1 (pp (se paroli pri) ujo) Vakuigita k elasta. 2 (pp (se paroli pri) barometro) Funkcianta
apoge	PEJVO	远ᴬ	N		2		(ntr (netransitiva)) Esti en sia apogeo.
apopleksi	PEJVO	卒中	N		2		Rilata al apopleksio
apostat	PEJVO	叛ᴬ	N		2		Konduti kiel apostato. Vd kabei.
arier	PEJVO	后卫	N		2		La malantau^a parto de armeo, tac^mento ks (kaj simile, kaj similaj). -> ariergardo.
arkitektur	PEJVO	建筑ᴬᴿ	N		2		Rilata al la arkitekturo
au^reol	PEJVO	光环	N		2		(tr (transitiva)) Meti au^reolon c^irkau^ ies kapon
balist	PEJVO	弓炮	N		2		a) Funkcianta per pus^oj
batrak	PEJVO	蛙ᴮ	N		2		(ark. (arkaismo, arkaisme)) = amfibio.
bes^amel	PEJVO	白汁	N		2		Sau^co, farita el brunaj^o kun lakto
celul	PEJVO	胞ᶜ	N		2		C^iu el la etaj fakoj, kiuj formas la esencan konsistaj^on de iuj ostoj k de pluraj histoj
c^ic^eron	PEJVO	导ᶜ̂	N		2		Labori kiel c^ic^erono.
diurn	PEJVO	日ᴰ	N		2		Rilata al diurno
epistol	PEJVO	信ᴱ	N		2		Rilata al epistolo
epope	PEJVO	史诗	N		2		Rilata al epopeo
eu^karisti	PEJVO	圣餐ᴱ	N		2		Rilata al eu^karistio.
fet	PEJVO	胎	N		2		Rilata al feto
fonem	PEJVO	音位	N		2		(pp (se paroli pri) transskribo) Tia, ke c^iu fonemo de la koncerna lingvo estas reprezent
guas^	PEJVO	水粉	N		2		(tr (transitiva)) Pentri per guas^o.
heksa	PEJVO	六ᴴᴬ	N		2		Pref. (Prefikso), montranta, ke substanco estas karakterizata de, au^ konsistas el, ses at
hieroglif	PEJVO	象形	N		2		Rilata al hieroglifoj
hoj	PEJVO	喂ᴴᴶ	N		2		Speco de duonpioc^o, konsistanta el ligna tenilo kun perpendikla plata au^ kurba klingo k 
hu	PEJVO	吓	N		2		(ntr (netransitiva)) Krii hu!
iperit	PEJVO	芥气	N		2		(tr (transitiva)) Ataki per iperito.
kalkulus	PEJVO	结石	N		2		S^toneto el organikaj au^ neorganikaj substancoj, kiuj iafoje formig^as en la glandaj vezi
kateter	PEJVO	管ᴷ	N		2		(tr (transitiva)) Uzi kateteron en
klaft	PEJVO	寻ᴷ	N		2		(tr (transitiva)) Mezuri per klafto.
kompozit	PEJVO	菊ᴷᴹ	N		2		(pp (se paroli pri) ordo) Tia, ke g^i supermetas ionikajn volutojn al la korintikaj akanto
koron	PEJVO	日光环	N		2		La ekstera parto de la suna atmosfero, etendig^anta g^is c^. (c^irkau^) du sunradiusoj sup
kvadratur	PEJVO	求积	N		2		Karakterizanta du sinusajn grandojn de la sama frekvenco, se ekzistas inter ili fazodifere
legac	PEJVO	遗赠	N		2		(tr (transitiva)) Fari legacon pri io.
leksikon	PEJVO	词典	N		2		Rilata al leksikono, precipe 1
lic	PEJVO	许ᴸᴵ	N		2		Permesata, precipe per la religia au^ civila leg^o
lozang^	PEJVO	菱ᴸ	N		2		Lau^ ripetado de kvinope arang^itaj punktoj, kvar c^e pinto de lozang^o au^ ortangulo, la 
luksaci	PEJVO	脱臼	N		2		(tr (transitiva)) Meti en staton de luksacio, elartikigi
metakarp	PEJVO	掌骨	N		2		Rilata al metakarpo. Vd metatarso.
metazo	PEJVO	后生	N	Y	2		Plurc^ela, hista animalo.
mufl	PEJVO	炉ᴹ	N		2		(tr (transitiva)) Sekigi per muflo, precipe surfarbitajn objektojn.
mumps	PEJVO	腮	N		2		Rilata al mumpso
noval	PEJVO	荒	N		2		(ntr (netransitiva)) Esti ripozanta (pp (se paroli pri) grundo).
paliativ	PEJVO	缓ᴾ	N		2		Kapabla moderigi la efikojn de malbono au^ malsano, sed ne pli
paprik	PEJVO	甜椒	N		2		(tr (transitiva)) Spici per papriko 1.
patrici	PEJVO	贵ᴾ	N		2		Rilata al patricio
pergamen	PEJVO	羊皮纸	N		2		(tr (transitiva)) Doni la aspekton de pergameno
platform	PEJVO	台ᴾᴸ	N		2		1 Plialtigita ebena maso el teraj^oj, roko, cemento ks, sur kiu oni starigas baterion de k
poligon	PEJVO	多角	N		2		Konstruita sur plurangula plano
poplit	PEJVO	膝窝	N		2		Rilata al la poplito
predikt	PEJVO	预ᴾ	N		2		Verba formo, esprimanta, ke la procezo okazos post la tempo montrata de la statverbo
prim	PEJVO	质数	N		2		Rilata al primo
pru	PEJVO	头ᴾ	N		2		Rilata al pruo
rempar	PEJVO	垒	N		2		(tr (transitiva)) Provizi per remparoj.
sacerdot	PEJVO	祭司	N		2		Rilata al sacerdoto
sakrament	PEJVO	圣礼	N		2		Rilata al sakramento.
sangvin	PEJVO	乐ˢ	N		2		Desegnaj^o, farita per okrerug^a krajono.
satirus	PEJVO	羊神	N		2		Rilata al satiruso
sekundar	PEJVO	次ˢ	N		2		(ark. (arkaismo, arkaisme)) = mezozoiko.
seraf	PEJVO	天使ˢ	N		2		Rilata al serafo(j)
sinergi	PEJVO	协同作用	N		2		Rilata al sinergio
sizigi	PEJVO	大潮	N	Y	2		1 Konjunkcio au^ opozicio de astro rilate al Suno (vorto speciale uzata pri Luno). 2 G. (G
skabi	PEJVO	癣	N		2		Rilata al skabio
slang	PEJVO	俗语	N		2		Rilata al slango.
stag^	PEJVO	实习	N		2		(ntr (netransitiva)) Fari stag^on
sternum	PEJVO	胸骨	N		2		Rilata al la sternumo
suspir	PEJVO	叹	N		2		Tia elspiro k plendo
temperament	PEJVO	禀	N		2		1 Rilata al la temperamento
terminal	PEJVO	终端	N		2		(pp (se paroli pri) elemento de strukturo) La lasta
tetr	PEJVO	四ᵀ	N		2		Pref. (Prefikso), montranta, ke sakarido konsistas el 4-karbona c^eno
