"root"	"kanji"	"gloss"
"kre"	"创"	"【情】クリエイティブ・コモンズ（著作権の革新を目指すプロジェクト） ／ ［他］創造する,創作する,創設する,創出する ／ 【情】ファイルを作成する ／ =kreado（創造）"
"invent"	"创"	"［他］発明する,考案する,>>elpensi ／ 発明"
"kruc"	"十字"	"十字架の;十字形の ／ 【文】抱擁韻 ／ 【史】十字軍（遠征） ／ 十字形に,交差して"
"krur"	"腿"	"がっしりした脚 ／ 【医】義足 ／ （人・動物の）脚,足（全体）;【解】すね,脚（膝から足首まで）,>>pied ／ 足を折る"
"gamb"	"腿"	"【国名】ガンビア（アフリカ） ／ 【地名】ガンビア川（西アフリカ） ／ 【解】下肢,脚部,>>kruro"
"kuk"	"糕"	"【菓】ミルフィーユ,=tavolkuko ／ クリスマスケーキ ／ 菓子（一般）;【菓】焼菓子,ケーキ ／ 【菓】ビスケット類"
"kuler"	"勺"	"【料】デザートスプーン ／ 【料】さじ,スプーン ／ 【PIV】(tr (transitiva)) Mang^i per kule"
"s^kop"	"勺"	"【PIV】Ujo el ligno au^ lado, uzata por  ／ 【PIV】(tr (transitiva)) 1 Forc^erpi per"
"kulp"	"罪"	"罪のある,過ちを犯した ／ ［自］罪がある ／ 罪,とが,過失"
"pek"	"罪"	"（la 〜）【キ】原罪,=prapeko ／ 罪のある,過ちを犯した ／ 罪を犯して ／ ［自］（宗教的・道徳的に）罪を犯す,あやまちを犯す;（規則・習慣に）反する（"
"krim"	"罪"	"計画的犯罪 ／ 知能犯 ／ 犯罪の;罪のある ／ ［自］罪を犯す"
"kurac"	"医"	"［他］治療する,治す;《転》癒やす ／ 治療"
"kuz"	"堂"	"いとこ（男）"
"lag"	"湖"	"人造湖 ／ 【地名】琵琶湖 ／ 【地名】チュド湖（エストニア・ロシア） ／ 【地名】トンティン湖（洞庭湖，中国）"
"lang"	"舌"	"チッと舌打ちをする ／ 舌の,舌状の ／ ［他］【楽】舌を使って吹奏する,タンギングする ／ 【解】舌;【料】（牛などの）舌肉,タン;舌状のもの;《転》話しぶり,弁舌"
"leĝ"	"律"	"法律を制定する ／ 税法 ／ （〜aj 〜oj）物理学の法則 ／ （la 〜）【法】教育基本法"
"ritm"	"律"	"リズムの,韻律の;リズムに合わせた,律動的な ／ 【運】新体操;リズム体操 ／ リズミカルに,律動的に ／ ［他］リズムを与える,調子をつける"
"kadenc"	"律"	"［他］調子をつける;終止に導く ／ 調子,拍子,リズム;【楽】終止,カデンツァ ／ 歩調 ／ 【PIV】Montranta kadencon."
"lert"	"巧"	"器用な,巧みな,上手な;敏捷な,すばしこい ／ 【動】ホモ・ハビリス（最古のヒト属） ／ すばしこい猫 ／ 腕のよい外科医"
"manier"	"式"	"やり方,仕方,様式,流儀 ／ 物腰,態度,行儀,作法 ／ 【PIV】Esprimanta manieron: la manieraj  ／ 【PIV】En ia maniero: ali maniere, samma"
"mod"	"式"	"【Ｇ】=kondicionalo（条件法） ／ 【Ｇ】=kondicionalo（条件法） ／ 流行の,はやりの ／ 流行;【Ｇ】（動詞の）叙法;【服】モード,ファッション;【統】モード,最頻値"
"formul"	"式"	"［他］書式に従って書く;【学】式で表す,定式化する;《般》言い表す ／ 書式;【理】式;【数】公式 ／ 【化】構造式"
"modal"	"式"	"【哲】様態の;【論】様相の;【Ｇ】様式に関する;【楽】旋法の ／ 【哲】様態;【論】様相;【Ｇ】（Ｅ動詞の）様式（定法・不定法・分詞の別）;【"
"mok"	"嘲"	"あざけりの ／ あざけるように,からかって ／ ［他］あざける,嘲笑する,からかう,冷笑する ／ あざけり（の言葉）"
"numer"	"号"	"（くじの）当籤番号 ／ （プッシュホンなどで）ダイヤルする,>>diski ／ 番号の,数値の ／ 【光】開口数"
"signal"	"号"	"信号の ／ ［他］信号を送る;合図する ／ 信号,合図;標識;【電】信号"
"ofic"	"职"	"辞職する,辞任する ／ 職務上の ／ ［自］執務する,事務を執る ／ （事務系の）職,職務,任務,役目"
"ombr"	"影"	"【理】本影 ／ 影のある,日の当たらない ／ ［他］影を落とす,陰らす ／ 陰（かげ）,日陰;影（かげ）,影法師;陰影,暗部;《転》闇,かげり;亡霊"
"film"	"影"	"【映】記録映画,ドキュメンタリー ／ ［他］映画にとる,撮影する ／ （写真や映画の）フィルム;映画（個々の作品） ／ 【映】無声映画"
"influ"	"影"	"影響力のある,勢力を持った ／ ［他］影響を与える,感化する,左右する ／ 影響,感化;影響力,勢力"
"cens"	"普"	"【史】ケンスス（古代ローマで徴税・徴兵を目的とした財産・人口調査）;=pop ／ 【PIV】(tr (transitiva)) Fari tian entab"
"ov"	"卵"	"【料】ゆで卵 ／ 卵を産む ／ 新鮮な卵 ／ 固ゆで卵"
"ovol"	"卵"	"【動】卵子;【植】胚珠（はいしゅ） ／ 【PIV】Rilata al ovolo."
"kojon"	"卵"	"【PIV】(fm (familiara, familiare)) Testi"
"pak"	"包"	"梱包（こんぽう）された貨物 ／ ［他］包みこむ ／ ［他］包む,包装する,荷造りする;【情】（ファイルを）圧縮する ／ 包み,荷物"
"bulk"	"包"	"【料】ロールパン,菓子パン（など小型の丸いパン） ／ 【料】クロワッサン"
"bandaĝ"	"包"	"［他］包帯する ／ 包帯"
"tek"	"包"	"手提げかばん,書類かばん,書類入れ,ブリーフケース,>>paperujo;収"
"pork"	"猪"	"豚の;豚のように汚い ／ 【料】豚カツ,ポークカツレツ ／ 【料】豚カツ,ポークカツレツ ／ 【動】ブタ（豚）"
"apr"	"猪"	"【動】イノシシ（猪）（種）,=sovag^a porko"
"sued"	"猪"	"【動】【PIV】Fam. (Familio) (Suidae) el la  ／ 【植】【PIV】G. (Genro) (Suaeda el kenopodi"
"sak"	"袋"	"ポリ袋,ビニール袋 ／ 袋;かばん,バッグ"
"poŝ"	"袋"	"小型の,ポケット版の ／ ポケット;《転》財布;懐（ふところ）"
"seren"	"宁"	"晴朗な,晴れ晴れした;おだやかな,うららかな,のどかな"
"prefer"	"宁"	"【経】特恵関税 ／ むしろ,なるべく,好んで ／ ［他］（〜よりも）〜の方を好む,むしろ〜を選ぶ ／ 選択,好み"
"promes"	"诺"	"空約束 ／ 約束を破る ／ 口約束 ／ ［他］約束する,（物を）与えることを約束する;期待させる,請け合う,予想させ"
"paf"	"射"	"［他］撃つ,射る,射撃する,射出する,発射する ／ （一回の）射撃,射出,発射"
"radi"	"射"	"アマチュア無線 ／ 【理】射出光線 ／ 【理】入射光線 ／ 【理】赤外線"
"s^ot"	"射"	"【運】コーナーキック ／ 【運】フリーキック ／ 【運】ペナルティーキック ／ ［他］【運】（サッカーでボールを）キックする,シュートする"
"incid"	"射"	"【理】入射角 ／ 【理】入射波 ／ 【理】入射光線 ／ ［自］【光】入射する"
"ejakul"	"射"	"［自］射精する,=spermelj^eti ／ 【PIV】Ago de ejakulanto. ／ 【解】【PIV】Rilata al ejakulo: ejakula duk"
"aktin"	"射"	"【化】【PIV】(pp (se paroli pri) lumradio)  ／ 【生】【化】【PIV】Fadenforma proteino de mult"
"jekci"	"射"	"【数】【PIV】Bildigo (en iuj kunmetaj^oj). ／ 【PIV】Bildigo, kiu bildigas du malsamaj ／ 【PIV】Havanta la econ de enjekcio."
"region"	"区"	"沿海地方 ／ 工業地帯 ／ 【気】気候区 ／ 【理】磁区"
"reĝ"	"王"	"王の,国王の;王立の ／ 【鳥】イヌワシ（犬鷲）（種）,=ora aglo ／ 王室,王家,王族 ／ 王冠"
"rag^"	"王"	"ラージャ（インドの王・王族の称号）"
"rekt"	"直"	"まっすぐな,一直線の;直立した,垂直の,>>vertikala;直接の,直行 ／ 【政】直接民主制 ／ 【政】直接選挙 ／ ホモ・エレクトゥス,原人"
"religi"	"宗"	"宗教を信じる ／ 宗教上の,宗教的な;信心深い,敬虔（けいけん）な;細心な,きちょうめんな ／ （kun 〜）細心の注意（を払って） ／ 宗教紛争"
"ripet"	"复"	"繰り返して ／ ［他］繰り返す,反復する;繰り返して言う;復唱する ／ 繰返し,反復 ／ 【PIV】Prezentanta ripeton: ripeta horlo"
"kopi"	"复"	"【写】印画紙 ／ 写しとして,複写して ／ ［他］写しとる,複写する,模写する;【情】コピーする,複写する;【写】（印画 ／ 写し,コピー,複製品,レプリカ"
"anafor"	"复"	"【PIV】1 Ritmofiguro, konsistanta en la  ／ 【PIV】(pp (se paroli pri) pron. (pronom"
"ŝaf"	"羊"	"羊のように従順に ／ 【動】ヒツジ（羊）;《転》（羊のように）従順な人 ／ 【天】おひつじ座,=Arieso ／ 【PIV】1 Rilata al s^afo(j): havi s^afan"
"kapr"	"羊"	"【動】ヤギ（山羊） ／ 【聖】贖罪（しょくざい）のヤギ,身代わりのヤギ;《転》他人の罪を負わされる人 ／ 【PIV】Apartenanta au^ rilata al kapro: "
"ovi"	"羊"	"【動】【PIV】G. (Genro) (Ovis) de mamuloj e"
"sek"	"干"	"【貨】［略］=Sveda krono,スウェーデン・クローネ ／ 乾いた,乾燥した,水気のない,干からびた;《転》無味乾燥な,そっけない,情の ／ 【化】乾留 ／ 【海】乾ドック"
"trunk"	"干"	"うつろになった幹 ／ 親会社,>>filia kompanio ／ ［他］【数】（円錐などの）上部を切り捨てる ／ 【植】幹（みき）;【解】体幹,胴体;【解】幹（かん）;【数】（円錐台などの）"
"sever"	"严"	"厳しい,厳格な;容赦のない,過酷な;猛烈な,深刻な;《転》簡素な,無駄のない ／ 厳罰,厳刑 ／ 厳しく,容赦なく,深刻に ／ 厳しい態度"
"serioz"	"严"	"まじめな,謹厳な;本気の,真剣な;重大な,深刻な ／ 重い病気 ／ 真剣な考慮 ／ 深刻な事態"
"rigor"	"严"	"厳格な,厳しい,厳正な;厳密な,>>severa,>>strikta ／ 厳正な試験 ／ 厳格な主人 ／ 苛酷な現実"
"ŝlos"	"锁"	"［他］（鍵をかけて）閉じ込める ／ ［他］鍵をかける;《転》封じる,閉ざす ／ 【PIV】Ago de tiu, kiu s^losas."
"serur"	"锁"	"錠,錠前,>>s^losilo"
"spir"	"息"	"［他］息を吸う,吸い込む ／ 【生】吸気 ／ ［自］呼吸する,息をする;ひと息つく;《転》発散する,表す,=elspiri ／ 一呼吸,息"
"spirit"	"灵"	"偏狭な心 ／ 洞察力に富む精神 ／ 革命精神 ／ 精神的な,霊的な"
"ŝtel"	"偷"	"盗んで;こっそりと,ひそかに ／ ［他］盗む;こっそり奪う ／ 窃盗,盗み"
"marod"	"偷"	"［他］（作物を）畑から盗む,（家禽を）農家から盗む"
"stel"	"星"	"導きの星 ／ 五稜星（☆） ／ 明るい星 ／ 【天】中性子星"
"astr"	"星"	"天体の ／ 天体"
"planed"	"星"	"【天】外惑星 ／ 【天】内惑星 ／ 惑星の ／ 【天】惑星状星雲"
"sider"	"星"	"【天】恒星の ／ 【天】恒星年 ／ 【天】恒星日 ／ 【天】恒星時"
"ŝtup"	"阶"	"階段状の;《転》段階的に ／ （階段の）段,（乗り物の）ステップ;《転》段階;（多段式ロケットの）段"
"stadi"	"阶"	"（発展の）段階,程度,時期;【史】スタジオン（=約180m）;=stadio"
"gam"	"阶"	"【楽】音階;全音域;《転》あらゆる段階,全範囲 ／ 【楽】和声的短音階 ／ 【楽】半音階 ／ 【楽】長音階"
"sum"	"总"	"合計で,合わせて;=resume（要するに） ／ 合計,総計;金額,総額;【数】和;（学問的）集大成,大全"
"total"	"总"	"全体の,総計の,>>kompleta,>>tuta ／ 【理】全圧 ／ 【理】全反射 ／ 全部,全体"
"disk"	"盘"	"【病】椎間板ヘルニア ／ ［他］（電話番号を）回す ／ 円盤;【運】円盤;【楽】レコード盤;【情】ディスク,（特に）ハードディスク, ／ 【機】偏心板"
"teler"	"盘"	"空飛ぶ円盤,>>NIFO ／ 平皿 ／ 皿,取り皿,>>plado;（皿に盛った）料理,一品;《転》皿状のもの"
"plet"	"盘"	"盆,（食事用の）トレー"
"terur"	"恐"	"恐ろしい,怖い;《転》ひどい,ものすごい,激しい ／ 恐ろしく;《転》ひどく,はなはだしく ／ ［他］恐れさせる,怖がらせる ／ 恐怖,非常な恐ろしさ,脅威,>>timego;《転》恐怖の的"
"tond"	"剪"	"［他］（髪・羊毛などを）刈る,刈り込む ／ 【理】【PIV】(pp (se paroli pri) vektorkamp ／ 【理】【PIV】Strec^o, kiu tendencas sekci k"
"stuc"	"剪"	"［他］【園】整枝する;【写】トリミングする"
"c^izoj"	"剪"	"【PIV】Speco de fortika tondilo, por tra ／ 【技】【PIV】(tr (transitiva)) Tondi en lad"
"traf"	"击"	"的を射た,的確な ／ 的中して,的確に,正確に,ずばり ／ あてずっぽうに,運任せで ／ ［他］（人が）命中させる,当てる;（物が）命中する,当たる;（物に）ぶつかる"
"tru"	"穴"	"抜け穴 ／ 【天】ブラックホール ／ 【環】オゾンホール ／ 【理】正孔,ホール"
"vapor"	"汽"	"【理】水蒸気 ／ 【理】飽和蒸気 ／ 蒸気の;蒸気のたちこめた,おぼろにかすんだ;（布地が）透けるように薄い ／ 【機】蒸気タービン"
"vast"	"广"	"広い,広々とした;（衣服が）ゆったりした;《転》広範な;【声】（母音が）開い ／ 広々とした海 ／ ゆったりしたズボン ／ 広範なプログラム"
"vin"	"酒"	"【料】白ワイン ／ 【料】ボルドーワイン ／ 美味なワイン ／ 甘口のワイン"
"bier"	"酒"	"樽ビール,生ビール ／ ビールかす ／ ビール,>>botela,>>barela ／ びんビール"
"brand"	"酒"	"ブランデー ／ 蒸留酒;ブランデー,焼酎（しょうちゅう） ／ 高級ブランデー ／ 焼酎（しょうちゅう）"
"g^in"	"酒"	"【料】ジン（蒸留酒の一種） ／ 【PIV】G^aino. ／ 【宗】【PIV】Titolo de la fondinto de g^ain"
"likvor"	"酒"	"【料】アブサン（酒） ／ 【料】シャルトルーズ（リキュールの高級銘柄） ／ 【料】リキュール（酒）"
"sake"	"酒"	"酒粕（さけかす） ／ 【料】酒,日本酒,=rizvino"
"ŝir"	"裂"	"［他］ちぎる,破る,裂く,摘む;（無理に）引き離す,引き裂く;《転》（心を） ／ 【PIV】s^irado / s^iraj^o. Tiu parto de "
"fend"	"裂"	"［他］切れ目を入れる ／ ［他］割る,裂く;割って進む ／ 割れ目,裂け目;みぞ;（大きな）ひび;【理】スリット"
"krev"	"裂"	"［自］はじける,破裂する,はり裂ける;ひび割れる ／ 破裂;【車】パンク"
"brec^"	"裂"	"［他］割れ目を作る ／ 割れ目,裂け目;【軍】突破口 ／ 割れ目をふさぐ"
"skism"	"裂"	"分離的な,分裂の ／ 分離派の人 ／ ［自］分裂する,分離する,分立する ／ （団体の）分裂,分離,分立;【キ】教会分裂,シスマ"
"dehisk"	"裂"	"【植】裂開性の ／ 【植】裂開果,裂果 ／ ［自］【植】（果実・葯などが）裂開する ／ 【PIV】Ag(ad)o, per kiu organo malfermig"
"fot"	"拍"	"【写】クローズアップ写真 ／ 【写】ピンボケの写真 ／ ［他］写真にとる,撮影する,=fotografi ／ クローズアップで撮影する"
"takt"	"拍"	"【楽】拍子;調子;規則的に繰り返す音（コトコト・ドキドキ）;【情】クロック信 ／ 【PIV】Karakterizata de takto(j): takta  ／ 【PIV】Lau^ takto: takte balanci la kapo"
"raked"	"拍"	"【運】ラケット"
"ikt"	"拍"	"【PIV】1【文】En la antikva metriko, bato k"
"implic"	"含"	"［他］暗に含める,含意する,暗に示す ／ 【数】【PIV】1 (pp (se paroli pri) difino)  ／ 【数】【PIV】La logika operacio, kiu al du "
"inklud"	"含"	"含んだ,=inkluziva ／ 含んで,=inkluzive ／ ［他］含んでいる,=inkluzivi"
"koleg"	"伴"	"同僚,僚友,なかま,同業者 ／ 【PIV】Rilata al kolego(j): kolega ronde"
"junt"	"接"	"［他］（部材を）継ぎ合わす,接合する,接続する ／ 継ぎ目,接合箇所;【機】継手,仕口;【電】接続,ジョイント;【地質】節理;【"
"tang^"	"接"	"［他］【数】接する;《転》かすめる,軽く触れる,>>tus^eti ／ 【PIV】Rilata al tang^antoj: tang^a eben"
"splis"	"接"	"［他］（ロープ・コードの先を）より合わせて継ぐ ／ 【PIV】Ago splisi k ties rezulto: mas^a,"
