sargas	{Ｏ}【植】ホンダワラ属（の海藻）
sul	【動】【PIV】G. (Genro) (Sula) de grandaj birdoj el la ordo de pelikanoformaj, kiuj log^as kolonie sur la marbordo k kaptas fis^ojn plong^ante. Vd fregato.
sumak	【植】【PIV】G. (Genro) (Rhus el anakardiacoj) de dioikaj au^ poligamiaj arboj k arbustoj kun venena sevo, kun defalemaj au^ dau^remaj folioj terebintodoraj, plume k
surmulet	【動】【PIV】Sp. (Specio) (Mullus surmuletus) de fis^o el la ordo de perkoformaj fis^oj, kun rug^a dorso k flavaj strioj lau^ la flankoj; bongusta karno.
sviteni	【植】【PIV】G. (Genro) (Swietenia el meliacoj) de ofte grandaj arboj kun pare plume kunmetaj folioj; 3 sp-oj (specioj) el tropika Ameriko, el kiuj mahagono.
s^tern	【動】【PIV】Birdo (Sterna k parencaj g-oj (genroj)) el la ordo de karadriformaj, kun tondiloforma vosto. Vd laro, mevo.
tadorn	【動】【PIV】G. (Genro) (Tadorna) de birdoj el la ordo de anseroformaj, fam. (familio) de anasedoj, kun multkolora plumaro k rug^aj beko k kruroj. Vd anaso, klangulo
tag^et	【植】【PIV】G. (Genro) (Tagetes el asteracoj) de unujaraj herboj kun plume dividaj, forte odoraj folioj k kun flavaj, orang^aj, brunaj au^ dukoloraj, radiaj kapitul
tajg	【植】【生態】【地理】【PIV】Boreala arbaro (vs (vastasence) ekosistemo), karakterizata de la plejkovreco de koniferoj (i.a. (interalie, inter aliaj) pinoj, larikoj, piceoj)
taksodi	【植】【PIV】G. (Genro) (Taxodium el taksodiacoj) de falfoliaj koniferaj arboj kun du specoj de s^osoj (iuj mallongaj k defalemaj, la aliaj longaj k dau^remaj) k de 
taliktr	【植】【PIV】G. (Genro) (Thalictrum el ranunkolacoj) de plurjaraj herboj kun 2−3-oble plume kunmetaj folioj k kun senpetalaj, multastamenaj floroj en kunmetaj umbelo
talitr	【動】【PIV】G. (Genro) (Talitrus) de marbordaj krustacoj, sin nutrantaj per malkomponig^antaj vegetaj^oj super la marnivelo, saltantaj al la maro, kiam oni perturba
tam	【植】【PIV】G. (Genro) (Tamus el dioskoreacoj) de dioikaj volvig^antaj lianoj kun karna rizomo; 4−5 sp-oj (specioj) el Makaronezio, la Mediteranea regiono k Eu^ropo
tamandu	【動】【PIV】G. (Genro) (Tamandua) de S-Amerikaj mamuloj el ordo de ksenartroj, fam. (familio) de mirmekofagedoj, kun kvarfingraj piedoj, vivantaj grimpante sur arbo
tangar	【動】【PIV】G. (Genro) (Tangara, sin. (sinonimo (de latinscienca nomo)) Tanagra) de okulfrape koloraj paseroformaj birdoj el tropika Ameriko, parencaj al fringoj.
taps	【植】【PIV】Sp. (Specio) de verbasko (Verbascum thapsus) el Eu^ropo k U Azio, dujara herbo kovrita de blanka lanugo, kun floroj medicine uzataj.
tapsi	【植】【PIV】G. (Genro) (Thapsia el apiacoj) de plurjaraj herboj kun folioj preskau^ c^iuj elbazaj, 2−5-oble plume dividaj, k kun flavaj floroj en tre granda umbelo;
taraksak	【植】【PIV】G. (Genro) (Taraxacum el asteracoj) de du-k plur-jaraj, laktosukohavaj herboj kun baza folirozeto, kun kavaj pedunkloj apekse portantaj flavajn, langetf
tarsi	【動】【PIV】G. (Genro) (Tarsius) de mamuloj el la ordo de primatoj, subordo de prasimioj, kun grandaj okuloj k oreloj k maldikaj fingroj, c^i-lastaj kun grimpkusene
tazet	【植】【PIV】Sp. (Specio) de narciso (Narcissus tazetta) kun 3−5-opaj floroj tre aromaj, blankaj, flavaj, blankaj-flavaj au^ blankaj-okraj; mediteranea, disvastigita
tegenari	【動】【PIV】G. (Genro) (Tegenaria) de artropodoj el la ordo de araneuloj, kiuj faras horizontalan reton, iuj (domaraneoj) en anguloj de domoj.
teli	【植】【PIV】Sporujo de rustofungoj (uredaloj), kiu naskas telisporojn.
telope	【植】【PIV】G. (Genro) (Telopea el proteacoj) de arboj k arbustoj kun rug^aj floroj en densaj kapoj c^irkau^itaj de okulfrape kolora involukro; 5 sp-oj (specioj) el
tenebri	【動】【PIV】G. (Genro) (Tenebrio) de insektoj el la ordo de koleopteroj, brune nigraj, kies larvoj vivas en faruno (T. molitor) au^ putranta ligno.
teobrom	【植】【PIV】G. (Genro) (Theobroma, sin. (sinonimo (de latinscienca nomo)) Cacao, el sterkuliacoj) de arboj k trunkarbustoj kun floroj kreskantaj senpere sur la trun
tepal	【植】【PIV】C^iu el la elementoj de perianto, kiuj similas inter si lau^ formo k koloro, egale c^u ili apartenas al kaliko au^ al korolo: tulipo havas 6 tepalojn.
tered	【動】【PIV】G. (Genro) (Teredo) de maraj moluskoj el la klaso de duvalvuloj, fam. (familio) de foladedoj, kiuj boras en lignaj traboj, s^ipoj, kajofostoj kc (kaj ce
terminali	【植】【PIV】G. (Genro) (Terminalia el kombretacoj) de c^. (c^irkau^) 150 sp-oj (specioj) de tropikaj arboj k trunkarbustoj, pluraj uzataj de la homo: du Afrikaj sp-
testacel	【動】【PIV】G. (Genro) (Testacella) de surteraj moluskoj el la klaso de gastropodoj, aspektantaj kiel limakoj, sed kun malgranda konko malantau^e sur la korpo, sin 
tetragoni	【植】【PIV】1 G. (Genro) (Tetragonia el aizoacoj) de c^. (c^irkau^) 85 sp-oj (specioj) de herboj k arbustetoj, kus^aj au^ grimpaj, sukulentaj, el la tropikaj k subt
tetraklin	【植】【PIV】G. (Genro) (Tetraclinis el kupresacoj) de nur unu sp. (T. articulata) de malgranda, dioika, dau^rafolia arbo el N Afriko, S Hispanio k Malto, forstumata
teu^kri	【植】【PIV】G. (Genro) (Teucrium el lamiacoj) de plantoj - herboj, plejparte plurjaraj, arbustetoj k tufarbustoj - kun malgrandaj, simplaj folioj k kun floroj havan
tibus^en	【植】【PIV】G. (Genro) (Tibouchina el Melastomaceae) de c^. (c^irkau^) 245 sp-oj (specioj) de dau^rafoliaj arbustoj el tropika Ameriko, kelkaj pororname kultivataj,
tife	【植】【PIV】G. (Genro) (Typha el tifeacoj) de plurjaraj, monoikaj, altaj herboj, kun staraj tigoj portantaj densajn spikojn po unu, kies supraj floroj estas virseks
tilandsi	【植】【PIV】G. (Genro) (Tillandsia el bromeliacoj) de plurjaraj herboj el tropika Ameriko, plejofte epifitaj; c^. (c^irkau^) 380 sp-oj (specioj), multaj pororname k
timal	【動】【PIV】G. (Genro) (Thymallus) el la ordo de salmonoformaj fis^oj, fam. (familio) de salmonedoj, vivantaj en nesala akvo, kun longa, alta dorsa nag^ilo k granda
timele	【植】【PIV】G. (Genro) (Thymelaea el timeleacoj) de c^. (c^irkau^) 30 sp-oj (specioj) de arbustetoj k unu-k plur-jaraj herboj el la Mediteranea regiono k mezvarma A
tinunkol	【動】【PIV】Turfalko.
tipuan	【植】【PIV】G. (Genro) (Tipuana el fabacoj) de nur unu sp. (T. tipu) de arbo, aspektanta kiel sendorna robinio k kun flavaj au^ rug^etaj floroj; hejma en Argentino,
titi	【動】【PIV】Kn (Kolektiva nomo) de diversaj g-oj (genroj) k sp-oj (specioj) de pli-malpli malgrandaj Amerikaj simioj el la fam. (familio) de kalitriksedoj, kun vost
tlasp	【植】【PIV】G. (Genro) (Thlaspi el brasikacoj) de unu-k plur-jaraj herboj kun plataj, rondaj au^ ovalaj, c^irkau^alaj silikvoj, kiuj memorigas pri moneroj; c^. (c^i
tonk	【植】【PIV】Odora dipteriko.
topinambur	【植】【PIV】1 Tubera helianto. 2 La tubero de topinamburo 1, kiun oni kuiras kiel terpomon.
tormentil	【植】【PIV】Sp. (Specio) de potentilo (Potentilla erecta, sin. (sinonimo (de latinscienca nomo)) P. tormentilla) el Eu^ropo k U Azio, kun 3-folieraj, 2-stipulaj fol
tradeskanti	【植】【PIV】G. (Genro) (Tradescantia el komelinacoj) de plurjaraj herboj kun violaj, bluaj, rozaj au^ blankaj floroj unuope au^ cume akselaj; c^. (c^irkau^) 70 sp-o
tragelaf	【動】【PIV】G. (Genro) (Tragelaphus) de antilopoj, grandaj kiel kapreolo, vivantaj en Afriko sude de Saharo.
tragopog	【植】【PIV】Tragopogono.
tragopogon	【植】【PIV】G. (Genro) (Tragopogon el asteracoj) de unu-, du-k plur-jaraj herboj kun pivotradiko, kun longaj, liniformaj folioj k kun langetfloraj kapituloj; c^. (c
trakeli	【植】【PIV】Sp. (Specio) de kampanulo (Campanula trachelium) el Eu^ropo, U Azio k N Afriko, plurjara herbo, rigidhara, kun korformaj folioj k malhele violkoloraj fl
trakin	【動】【PIV】G. (Genro) (Trachinus) de maraj fis^oj el la ordo de perkoformaj, subordo de trakinoidoj (Trachinoides), kun venenaj pikiloj en la dorsa nag^ilo k sur l
tremel	【植】【PIV】G. (Genro) (Tremella el tremelacoj) de bazidifungoj gelatenecaj, sen stipo, sen c^apelo k sen lamenoj, kun septaj bazidioj; kosmopolita g. (genro) de c^
triceratop	【動】【PIV】G. (Genro) (Triceratops el la ordo de ornitiskioj) de kornohavaj dinosau^roj, kiuj vivis dum malfrua kretaceo.
tridakn	【動】【PIV】G. (Genro) (Tridacna) de moluskoj, klaso de duvalvuloj, al kiu apartenas la plej granda sp. el c^iuj duvalvuloj; vivas en Pacifiko k la Hinda Oceano.
trigonel	【植】【PIV】G. (Genro) (Trigonella el fabacoj) de unu-k plur-jaraj herboj parencaj al medikago, kun 3-folieraj, ofte dentetaj folioj, kun blankaj, flavaj au^ blueta
trikolom	【植】【PIV】G. (Genro) (Tricholoma el trikolomacoj) de ombrelfungoj kun karna, lamenohava bazidiujo sen ringo, sen stipingo, kun konveksa au^ mametaj^a c^apelo; tre
trili	【植】【PIV】G. (Genro) (Trillium el triliacoj) de plurjaraj herboj, kies tigo portas unu verticilon de tri folioj k unu apeksan floron, s^ang^ig^antan al globa au^ 
tring	【動】【PIV】G. (Genro) (Tringa) de mezgrandaj Eu^ropaj birdoj el la ordo de karadriformaj, fam. (familio) de skolopedoj: rug^krura tringo (T. totanus). Vd kalidro.
trips	【動】【PIV】G. (Genro) (Thrips) de insektoj el la ordo de tizanopteroj, vivantaj sur herboj en la tuta mondo.
trogi	【動】【PIV】Insekto (unuspecia g. (genro) Trogium pulsatorium) el la ordo de psokopteroj, kiu log^as en domoj, mang^as paperon, plantojn de herbarioj ktp (kaj tiel 
troli	【植】【PIV】G. (Genro) (Trollius el ranunkolacoj) de plurjaraj herboj kun grandaj, flavaj au^ orang^aj floroj unu-au^ kelk-opaj apekse de fortika pedunklo; c^. (c^i
tujops	【植】【PIV】G. (Genro) (Thujopsis el kupresacoj) de nur unu sp. (T. dolabrata) de arbo el Japanio.
tuku	【動】【PIV】Kn (Kolektiva nomo) de diversaspecaj oftaj S-Amerikaj rong^uloj el la g. (genro) Ctenomys, kiuj vivas preskau^ c^iam en siaj subteraj galerioj k de tie 
turbot	【動】【PIV】Sp. (Specio) (Psetta maxima) de plata fis^o parenca al rombo.
ulmari	【植】【PIV】Sp. (Specio) de filipendulo (Filipendula ulmaria, sin Spiraea u.) el Eu^ropo k SU Azio, kun blankaj, bonodoraj floroj en korimboj; malsekeja, medicine u
umbilikari	【植】【PIV】G. (Genro) (Umbilicaria el umbilikariacoj) de foliecaj, umbilikohavaj askolikenoj roklog^aj, nekalkejaj; kosmopolita g. (genro) de c^. (c^irkau^) 45 sp-
umbr	【動】【PIV】G. (Genro) (Umbra) de fis^oj el la fam. (familio) de umbredoj, ordo de salmonoformaj, malgrandaj, nesalakvaj, vivantaj en E-Eu^ropo, Azio k N Ameriko.
unau^	【動】【PIV】G. (Genro) (Choloepus) de S-Amerikaj mamuloj el la ordo de ksenartroj, fam. (familio) de bradipodedoj, iom pli aktivaj ol bradipodo, kun la antau^aj mem
unci	【動】【PIV】Sp. (Specio) (Panthera uncia) de rabobesto, vivanta en altaj montaroj de C Azio. Sin. (sinonimo) neg^leopardo.
undari	【植】【PIV】G. (Genro) (Undaria el alariacoj) de maraj brunalgoj; c^. (c^irkau^) 3−4 sp-oj (specioj) el la marbordoj de Japanio, el kiuj vakameo (U. pinnatifida).
ungol	【植】【PIV】Mallarg^a, limboportanta parto de petalo au^ sepalo.
uri	【動】【PIV】G. (Genro) (Uria) de birdoj el la ordo de karadriformaj, fam. (familio) de au^kedoj, kun longa pinta beko.
usne	【植】【PIV】G. (Genro) (Usnea el parmeliacoj) kosmopolita de c^. (c^irkau^) 600 sp-oj (specioj) de arbustecaj askolikenoj. -> tilandsio.
ustilag	【植】【PIV】G. (Genro) (Ustilago el ustilagaloj) de mikroskopaj, parazitaj fungoj, kau^zantaj multajn gravajn malsanojn al vaskulplantoj, precipe al poacoj, ofte tr
utrikulari	【植】【PIV】G. (Genro) (Utricularia el lentibulariacoj) de plurjaraj herboj akvo-, arbo-au^ grundo-log^aj, kies folioj surhavas vezikojn po pluraj, funkciantajn kie
vakame	【植】【PIV】Sp. (Specio) de undario (Undaria pinnatifida), brunalgo uzata en homa nutrado, precipe en Japanio.
vakari	【植】【PIV】G. (Genro) (Vaccaria el kariofilacoj), parenca al saponario, de nur unu sp. (V. hispanica) el Eu^ropo, N Afriko k U k C Azio, unujara herbo kun rozaj fl
valabi	【動】【PIV】Nomo de diversaj sp-oj (specioj) de marsupiuloj, similaj al kanguruo sed malpli grandaj, vivantaj en Au^stralio.
valerianel	【植】【PIV】G. (Genro) (Valerianella el valerianacoj) de g^enerale unujaraj herboj, uzataj por salatoj; c^. (c^irkau^) 50 sp-oj (specioj), N-hemisferaj, i.a. (inter
vanda	【植】【PIV】G. (Genro) (Vanda el orkidacoj) de plurjaraj arbo-au^ rok-log^aj herboj el E k SE Azio; c^. (c^irkau^) 45 sp-oj (specioj), pluraj kultivataj, i.a. (inte
vanes	【動】【PIV】G. (Genro) (Vanessa) de belkoloraj tagpapilioj, kies dornoplenaj larvoj vivas sur urtikoj.
venad	【動】【PIV】S-Amerika mamulo (unuspecia g. (genro) Ozotoceros bezoarticus) el la ordo de parhufuloj, fam. (familio) de cervedoj, kun tripinta ramuro.
verbask	【植】【PIV】G. (Genro) (Verbascum el skrofulariacoj) de du-k plur-jaraj, staraj, ofte lanugaj herboj kun spiko, grapolo au^ paniklo el floroj plejofte flavaj, kelkf
verbezen	【植】【PIV】G. (Genro) (Verbesina el asteracoj) de plantoj - unu-k plur-jaraj herboj, arbustoj k arboj - kun flavaj au^ blankaj kapituloj; c^. (c^irkau^) 300 sp-oj 
vernaci	【植】【PIV】Arang^ig^o de la folioj, precipe de la limboj, en la burg^ono. Vd estivacio, foliarang^o.
verticili	【植】【PIV】G. (Genro) (Verticillium) de mikroskopaj, neperfektaj fungoj kun verticilaj konididonaj c^eloj. Sin. (sinonimo) verticils^imo; kosmopolita g. (genro) de
vign	【植】【PIV】G. (Genro) (Vigna el fabacoj), tre parenca al fazeoluso, de pli-malpli volvig^antaj herboj kun trifolieraj folioj; tropika g. (genro) de c^. (c^irkau^) 
vikstremi	【植】【PIV】G. (Genro) (Wikstroemia el timeleacoj) de c^. (c^irkau^) 50 sp-oj (specioj) de tufarbustoj k arbustetoj el SE Azio, Au^stralio k Pacifikaj insuloj; la s
vincetoksik	【植】【PIV】G. (Genro) (Vincetoxicum el asklepiadacoj) de plurjaraj herboj, tufarbustoj k lignecaj lianoj; c^. (c^irkau^) 15 sp-oj (specioj) el Eu^ropo, Azio k N Af
voandze	【植】【PIV】1 (ark. (arkaismo, arkaisme)) Eksa g. (genro) (Voandzeia el fabacoj) nun inkludita en vigno. 2 Sp. (Specio) de vigno (Vigna subterranea, sin. (sinonimo 
volvariel	【植】【PIV】G. (Genro) (Volvariella el pluteacoj), tre disvastig^inta, de c^. (c^irkau^) 25 sp-oj (specioj) de ombrelfungoj lamenohavaj, kun stipingo, sen ringo.
volvok	【植】【動】【PIV】G. (Genro) (Volvox) de dolc^akvaj duflagelaj protozooj klorofilohavaj, kiuj formas grandajn (c^. (c^irkau^) 1 mm (milimetro(j))), globajn koloniojn.
vorticel	【動】【PIV】G. (Genro) (Vorticella) de ciliuloj, dolc^akvaj protozooj fiksig^intaj per pedunklo.
vukeri	【動】【PIV】G. (Genro) (Wuchereria, sin. (sinonimo (de latinscienca nomo)) Filaria) de parazitaj nematodoj, vivantaj en la hau^to au^ la sango de diversaj mamuloj, 
ze	【植】【PIV】G. (Genro) (Zea el poacoj) de 4 sp-oj (specioj) el C Ameriko, el kiuj maizo. -> zeu^so.
zelkov	【植】【PIV】G. (Genro) (Zelkova el ulmacoj), parenca al ulmo, de monoikaj arboj k trunkarbustoj; 4 sp-oj (specioj) el Kreto k Azio, kultivataj por ornamo k por lign
zibet	【動】【PIV】Sp. (Specio) (Viverra zibetha) de mamulo el la ordo de karnovoruloj, fam. (familio) de viveredoj, kun stria felo; vivas de Hindio k SU C^inio g^is Malaj
zigen	【動】【PIV】G. (Genro) (Zygaena) de papilioj kun klabfinaj antenoj k flugiloj g^enerale nigraj k rug^makulaj; vivas sur diversaj florplantoj.
zigofil	【植】【PIV】G. (Genro) (Zygophyllum el zigofilacoj) de plantoj - plurjaraj herboj, arbustetoj k tufarbustoj - kun g^enerale dau^raj, kontrau^e duopaj, plejofte dufo
zigospor	【植】【PIV】La dau^ra plurobla zigoto de zigomicetoj.
zoarc	【動】【PIV】G. (Genro) (Zoarces) de maraj fis^oj el la ordo de gadoformaj, malgrandaj, kun serpentoforma korpo, naskantaj idojn.
falaropod	【動】【PIV】G. (Phalaropus) de malgrandaj arktaj vadbirdoj el la ordo de karadriformaj, kies piedfingroj portas nag^hau^ton.
himantopod	【動】【PIV】Birdo (unuspecia g. (Himantopus himantopus) el la ordo de karadriformaj, kun longa, maldika, rekta beko k rug^aj, tre longaj kruroj.
lagopod	【動】【PIV】G. (Lagopus) de birdoj el la ordo de galinoformaj, fam. de tetraonedoj, kun plumkovritaj piedfingroj k tre bongusta viando, i.a.: alpa lagopo (L. mutus)
orikteropod	【動】【PIV】Afrika mamulo (unuspecia g. Orycteropus afer) el la ordo de tubetodentuloj, kun longaj kapo k oreloj, rubandforma lango k dentoj kvazau^ kunmetitaj el t
afrodit	【動】【PIV】G. (Genro) (Aphrodita) de anelidoj el la klaso de poliketoj; mallongaj dikaj vermoj kun belkoloraj ketoj flanke k kun dorso kovrita de dika tavolo da ha
andre	【植】【PIV】G. (Genro) (Andreaea el andreacoj) de muskoj, kies kapsulo dehiskas per 4 (au^ pli ol 4) lau^longaj fendoj; c^. (c^irkau^) 115 sp-oj (specioj) precipe e
andromed	【植】【PIV】G. (Genro) (Andromeda el erikacoj) de dau^rafoliaj arbustetoj 10−40 cm (centimetro) altaj, kun mallarg^aj, ledecaj folioj k kun kruc^formaj, blankaj au^
as^ok	【植】【PIV】Sp. (Specio) de sarako (Saraca asoka) el Hindio k Malajzio, dau^rafolia arbo kun belaj, de flavaj g^is rug^e orang^aj floroj, rigardata de la budhistoj 
bas^o	【植】【PIV】Sp. (Specio) de muzo (Musa basjoo) el Japanio, kun fruktoj ne mang^eblaj, kultivata por produktado de fibroj k por ornamo, k kiu toleras malaltajn tempe
eritre	【植】【PIV】1 Sp. (Specio) de centau^rio (Centaurium erythraea) el Eu^ropo, kun rozkoloraj floroj, medicine uzata. 2 (ark. (arkaismo, arkaisme)) = centau^rio.
goliat	【動】【PIV】G. (Genro) (Goliathus) de grandegaj koleopteroj el savanoj k arbaroj de tropika Afriko.
gordi	【動】【PIV】G. (Genro) (Gordius) de longaj, harformaj vermoj, similaj al nematodoj, vivantaj en sensala akvo.
klementin	【植】【PIV】Frukto tre simila al mandarino, sed malfrue maturig^inta, kun orang^e rug^a s^elo.
kobe	【植】【PIV】G. (Genro) (Cobaea el polemoniacoj) de grimpaj tufarbustoj kun plume kunmetaj, unuc^iraj folioj, kun unuope akselaj, grandaj floroj, karakterizataj de f
korifen	【動】【PIV】G. (Genro) (Coryphaena) de maraj fis^oj el la ordo de perkoformaj, kun kruta frunto k longa dorsa nag^ilo etendig^anta lau^ la tuta korpo.
Leandr	【動】【PIV】G. (Genro) (Leander, sin. (sinonimo (de latinscienca nomo)) Palaemon) de malgrandaj marbordaj salikokoj, kiuj rozig^as pro kuirado. Vd krangono, pandalo
micen	【植】【PIV】G. (Genro) (Mycena el marasmiacoj) de ombrelfungoj kun bazidiujo g^enerale malgranda, sen ringo k sen stipingo k kun c^apelo duongloba au^ konusa, lau^r
paris	【植】【PIV】G. (Genro) (Paris el triliacoj) de plurjaraj herboj, kies tigo portas unu verticilon el 4(5−6) folioj k unu apeksan floron, s^ang^ig^antan al nigra, glo
perse	【植】【PIV】G. (Genro) (Persea el lau^racoj) de dioikaj arboj kun dau^raj, integraj folioj, kun floroj en akselaj grapoloj k kun beroj au^ drupoj; tropika g. (genro
sagitari	【植】【PIV】G. (Genro) (Sagittaria el alismacoj) de dolc^akvaj, plurjaraj herboj kun superakvaj folioj g^enerale sagformaj k longpetiolaj, la subakvaj lamenformaj; 
samar	【植】【PIV】Seka frukto nedehiska, unukarpela, alohava, ekz. (ekzemple) de frakseno au^ ulmo.
